FIRE_NUMBER,VERSION_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_LABEL,FIRE_SIZE_HECTARES,SOURCE,GPS_TRACK_DATE,LOAD_DATE,FIRE_DATE,CREATION_METHOD,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,FEATURE_AREA_SQM,FEATURE_LENGTH_M,MONTH,MONTH_NAME
C41972,2021082801.0,2021,Lightning,2021-C41972,1.5,2021 ROLLOVER,2021-08-28Z,2021-09-09Z,,Non-corrected airborne GPS,JA70003000,3205487,,15156.6175,513.9237,,
C50023,2021040201.0,2021,Person,2021-C50023,6.4,2021 ROLLOVER,2021-04-02Z,2021-05-21Z,,Non-corrected ground GPS,JA70003000,3205488,,63537.4092,1655.7373,,
C50024,2021040201.0,2021,Person,2021-C50024,3.0,2021 ROLLOVER,2021-04-02Z,2021-05-21Z,,Non-corrected ground GPS,JA70003000,3205489,,30340.4057,1119.4114,,
C50086,2021040701.0,2021,Person,2021-C50086,5.4,2021 ROLLOVER,2021-04-07Z,2021-04-09Z,,Non-corrected ground GPS,JA70003000,3205490,,53850.0995,1550.018,,
C50162,2021041001.0,2021,Person,2021-C50162,2.6,2021 ROLLOVER,2021-04-10Z,2021-05-27Z,,Non-corrected ground GPS,JA70003000,3205491,,25695.5976,1145.4134,,
C50167,2021041101.0,2021,Person,2021-C50167,9.9,2021 ROLLOVER,2021-04-11Z,2021-05-27Z,,Non-corrected ground GPS,JA70003000,3205492,,98561.2829,2967.7578,,
C50169,2021041101.0,2021,Person,2021-C50169,3.4,2021 ROLLOVER,2021-04-11Z,2021-06-14Z,,Non-corrected ground GPS,JA70003000,3205493,,33976.3941,1236.6581,,
C50172,2021041201.0,2021,Person,2021-C50172,5.3,2021 ROLLOVER,2021-04-12Z,2021-06-01Z,,Non-corrected ground GPS,JA70003000,3205494,,52694.081,1907.4781,,
C50184,2021041401.0,2021,Person,2021-C50184,37.9,2021 ROLLOVER,2021-04-14Z,2021-05-21Z,,Non-corrected ground GPS,JA70003000,3205495,,378884.3966,3177.7954,,
C50222,2021051501.0,2021,Person,2021-C50222,13.1,2021 ROLLOVER,2021-05-15Z,2021-05-21Z,,Non-corrected ground GPS,JA70003000,3205496,,130754.6308,1842.4377,,
C50327,2021041901.0,2021,Person,2021-C50327,3.3,2021 ROLLOVER,2021-04-19Z,2021-05-20Z,,Non-corrected ground GPS,JA70003000,3205497,,32638.7474,1101.6928,,
C50366,2021042101.0,2021,Person,2021-C50366,38.4,2021 ROLLOVER,2021-04-21Z,2021-05-21Z,,Non-corrected ground GPS,JA70003000,3205498,,383678.354,3246.1601,,
C50413,2021053101.0,2021,Person,2021-C50413,1.3,2021 ROLLOVER,2021-05-31Z,2021-06-01Z,,Hand sketch of any type,JA70003000,3205499,,12881.7096,577.7784,,
C50515,2021051501.0,2021,Person,2021-C50515,11.6,2021 ROLLOVER,2021-05-15Z,2021-05-21Z,,Non-corrected ground GPS,JA70003000,3205500,,115938.7369,2124.5706,,
C50529,2021051601.0,2021,Person,2021-C50529,1.5,2021 ROLLOVER,2021-05-16Z,2021-06-01Z,,Non-corrected ground GPS,JA70003000,3205501,,15139.6637,622.281,,
C51290,2021081101.0,2021,Person,2021-C51290,7195.4,2021 ROLLOVER,2021-08-11Z,2021-08-16Z,,Non-corrected ground GPS,JA70003000,3205502,,71954429.4247,57006.1908,,
C51355,2021082601.0,2021,Lightning,2021-C51355,1833.2,2021 ROLLOVER,2021-08-26Z,2021-08-26Z,,Non-corrected airborne GPS,JA70003000,3205503,,18332020.4976,31419.7005,,
C51606,2021072301.0,2021,Lightning,2021-C51606,924.4,2021 ROLLOVER,2021-07-23Z,2021-07-24Z,,Non-corrected ground GPS,JA70003000,3205504,,9244415.3209,19789.4222,,
C52274,2021083101.0,2021,Person,2021-C52274,1.7,2021 ROLLOVER,2021-08-31Z,2021-09-14Z,,Hand sketch of any type,JA70003000,3205505,,16969.6726,842.7472,,
C52302,2021081601.0,2021,Lightning,2021-C52302,7.7,2021 ROLLOVER,2021-08-16Z,2021-08-16Z,,Non-corrected ground GPS,JA70003000,3205506,,76890.8455,1518.6502,,
C52323,2021080701.0,2021,Lightning,2021-C52323,233.0,2021 ROLLOVER,2021-08-07Z,2021-08-07Z,,Non-corrected airborne GPS,JA70003000,3205507,,2330400.1252,9487.4532,,
C31115,2021082801.0,2021,Lightning,2021-C31115,333.9,2021 ROLLOVER,2021-08-28Z,2021-08-28Z,,Derived from satellite imagery,JA70003000,3205451,,3338687.16,11618.9745,,
C31295,2021082401.0,2021,Lightning,2021-C31295,609.3,2021 ROLLOVER,2021-08-24Z,2021-08-24Z,,Non-corrected airborne GPS,JA70003000,3205452,,6093115.4805,16116.2298,,
C31726,2021071601.0,2021,Lightning,2021-C31726,3.4,2021 ROLLOVER,2021-07-16Z,2021-09-08Z,,Non-corrected airborne GPS,JA70003000,3205453,,33706.4344,693.1847,,
C31947,2021082701.0,2021,Lightning,2021-C31947,1517.0,2021 ROLLOVER,2021-08-27Z,2021-08-27Z,,Non-corrected airborne GPS,JA70003000,3205454,,15170466.4644,20714.4758,,
C32347,2021080901.0,2021,Lightning,2021-C32347,2.5,2021 ROLLOVER,2021-08-09Z,2021-08-09Z,,Non-corrected ground GPS,JA70003000,3205455,,24859.9419,758.4953,,
C32361,2021082701.0,2021,Lightning,2021-C32361,25.1,2021 ROLLOVER,2021-08-27Z,2021-08-27Z,,Non-corrected airborne GPS,JA70003000,3205456,,250928.2852,1932.1027,,
C32368,2021080701.0,2021,Lightning,2021-C32368,2.3,2021 ROLLOVER,2021-08-07Z,2021-09-20Z,,Non-corrected ground GPS,JA70003000,3205457,,22832.4208,777.9825,,
C32369,2021082701.0,2021,Lightning,2021-C32369,255.5,2021 ROLLOVER,2021-08-27Z,2021-08-27Z,,Non-corrected airborne GPS,JA70003000,3205458,,2554984.0875,10210.5585,,
C32596,2021081501.0,2021,Lightning,2021-C32596,57.7,2021 ROLLOVER,2021-08-15Z,2021-08-15Z,,Non-corrected airborne GPS,JA70003000,3205459,,577360.8271,4132.0824,,
C32666,2021090101.0,2021,Lightning,2021-C32666,1.2,2021 ROLLOVER,2021-09-01Z,2021-09-08Z,,Non-corrected airborne GPS,JA70003000,3205460,,12250.1254,430.0032,,
C40271,2021041801.0,2021,Person,2021-C40271,4.2,2021 ROLLOVER,2021-04-18Z,2021-05-10Z,,Non-corrected ground GPS,JA70003000,3205461,,41832.8571,1360.0741,,
C40396,2021042501.0,2021,Person,2021-C40396,24.4,2021 ROLLOVER,2021-04-25Z,2021-05-28Z,,Non-corrected ground GPS,JA70003000,3205462,,244277.2515,2311.3013,,
C40714,2021060401.0,2021,Person,2021-C40714,1.6,2021 ROLLOVER,2021-06-04Z,2021-06-08Z,,Non-corrected ground GPS,JA70003000,3205463,,16020.4853,866.4427,,
C41087,2021083001.0,2021,Lightning,2021-C41087,16.0,2021 ROLLOVER,2021-08-30Z,2021-08-30Z,,Non-corrected ground GPS,JA70003000,3205464,,160286.9257,2142.9023,,
C41088,2021071101.0,2021,Lightning,2021-C41088,6.7,2021 ROLLOVER,2021-07-11Z,2021-07-16Z,,Non-corrected airborne GPS,JA70003000,3205465,,66831.7792,1010.5194,,
C41091,2021083101.0,2021,Lightning,2021-C41091,3.9,2021 ROLLOVER,2021-08-31Z,2021-08-31Z,,Non-corrected ground GPS,JA70003000,3205466,,38606.9164,1342.9101,,
C41097,2021073102.0,2021,Lightning,2021-C41097,7453.0,2021 ROLLOVER,2021-07-31Z,2021-07-31Z,,Non-corrected airborne GPS,JA70003000,3205467,,74530495.2292,49279.3664,,
C41100,2021080801.0,2021,Lightning,2021-C41100,3256.5,2021 ROLLOVER,2021-08-08Z,2021-08-14Z,,Non-corrected ground GPS,JA70003000,3205468,,32564612.5,25410.8499,,
C41310,2021071001.0,2021,Lightning,2021-C41310,55.9,2021 ROLLOVER,2021-07-10Z,2021-07-11Z,,Non-corrected ground GPS,JA70003000,3205482,,558925.1816,4442.1413,,
C41470,2021082101.0,2021,Lightning,2021-C41470,1.9,2021 ROLLOVER,2021-08-21Z,2021-08-22Z,,Non-corrected ground GPS,JA70003000,3205483,,18935.7122,781.914,,
C41515,2021071501.0,2021,Lightning,2021-C41515,330.1,2021 ROLLOVER,2021-07-15Z,2021-07-15Z,,Non-corrected ground GPS,JA70003000,3205484,,3301362.7349,8735.9314,,
C41602,2021083003.0,2021,Lightning,2021-C41602,73862.5,2021 ROLLOVER,2021-08-30Z,2021-08-30Z,,Non-corrected ground GPS,JA70003000,3205485,,738624595.3963,176591.0572,,
C41102,2021071001.0,2021,Lightning,2021-C41102,652.3,2021 ROLLOVER,2021-07-10Z,2021-07-12Z,,Non-corrected ground GPS,JA70003000,3205469,,6523262.4469,10484.3021,,
C41114,2021083001.0,2021,Lightning,2021-C41114,18.2,2021 ROLLOVER,2021-08-30Z,2021-08-30Z,,Non-corrected ground GPS,JA70003000,3205470,,181954.0835,1768.7333,,
C41119,2021081801.0,2021,Lightning,2021-C41119,19.0,2021 ROLLOVER,2021-08-18Z,2021-08-18Z,,Derived from satellite imagery,JA70003000,3205471,,189999.1237,1860.0866,,
C20057,2020041301.0,2020,Person,2020-C20057,3.8,2020 ROLLOVER,2020-04-13Z,2020-04-17Z,,Non-corrected ground GPS,JA70003000,3205308,,37589.8768,858.2151,,
C40061,2020041301.0,2020,Person,2020-C40061,1.6,2020 ROLLOVER,2020-04-13Z,2020-10-22Z,,Non-corrected ground GPS,JA70003000,3205309,,15885.2444,685.8915,,
C41125,2021071101.0,2021,Lightning,2021-C41125,6.8,2021 ROLLOVER,2021-07-11Z,2021-07-19Z,,Non-corrected airborne GPS,JA70003000,3205472,,67923.4271,1096.0458,,
C41139,2021070701.0,2021,Lightning,2021-C41139,7.2,2021 ROLLOVER,2021-07-07Z,2021-07-10Z,,Non-corrected ground GPS,JA70003000,3205473,,71614.1959,1677.2157,,
C41143,2021072301.0,2021,Lightning,2021-C41143,89.0,2021 ROLLOVER,2021-07-23Z,2021-07-24Z,,Non-corrected ground GPS,JA70003000,3205474,,889865.5946,7669.3202,,
C41144,2021070902.0,2021,Lightning,2021-C41144,27.8,2021 ROLLOVER,2021-07-09Z,2021-07-09Z,,Digitized from image,JA70003000,3205475,,278443.0914,2269.9985,,
C41145,2021071001.0,2021,Lightning,2021-C41145,26.3,2021 ROLLOVER,2021-07-10Z,2021-07-11Z,,Non-corrected ground GPS,JA70003000,3205476,,262650.9428,2422.0159,,
C41146,2021072201.0,2021,Lightning,2021-C41146,43.5,2021 ROLLOVER,2021-07-22Z,2021-07-23Z,,Non-corrected ground GPS,JA70003000,3205477,,434580.5917,2985.5373,,
C41149,2021071101.0,2021,Lightning,2021-C41149,19.5,2021 ROLLOVER,2021-07-11Z,2021-07-11Z,,Non-corrected airborne GPS,JA70003000,3205478,,194840.5995,1658.8886,,
C41155,2021071001.0,2021,Lightning,2021-C41155,19.8,2021 ROLLOVER,2021-07-10Z,2021-07-11Z,,Non-corrected ground GPS,JA70003000,3205479,,198146.4159,1859.7203,,
C41191,2021083102.0,2021,Lightning,2021-C41191,3278.3,2021 ROLLOVER,2021-08-31Z,2021-08-31Z,,Non-corrected airborne GPS,JA70003000,3205480,,32782908.9219,49039.9191,,
C41308,2021070801.0,2021,Lightning,2021-C41308,34.2,2021 ROLLOVER,2021-07-08Z,2021-07-08Z,,Non-corrected ground GPS,JA70003000,3205481,,341612.5167,3000.582,,
C40806,2020080101.0,2020,Lightning,2020-C40806,1.2,2020 ROLLOVER,2020-08-01Z,2020-08-04Z,,Non-corrected ground GPS,JA70003000,3205310,,12477.7675,747.3068,,
C50010,2020040702.0,2020,Person,2020-C50010,13.2,2020 ROLLOVER,2020-04-07Z,2020-04-08Z,,Non-corrected ground GPS,JA70003000,3205311,,132099.8149,3291.11,,
C50012,2020040701.0,2020,Person,2020-C50012,1.2,2020 ROLLOVER,2020-04-07Z,2020-04-08Z,,Non-corrected ground GPS,JA70003000,3205312,,12394.3227,1503.4913,,
C50036,2020041001.0,2020,Person,2020-C50036,0.3,2020 ROLLOVER,2020-04-10Z,2020-04-22Z,,Non-corrected ground GPS,JA70003000,3205313,,3117.9185,596.9917,,
C50047,2020041201.0,2020,Person,2020-C50047,0.8,2020 ROLLOVER,2020-04-12Z,2020-07-20Z,,Non-corrected ground GPS,JA70003000,3205314,,8457.4339,986.5743,,
C50100,2020041901.0,2020,Person,2020-C50100,2.0,2020 ROLLOVER,2020-04-19Z,2020-07-13Z,,Non-corrected ground GPS,JA70003000,3205315,,20036.5402,926.5249,,
C10286,2021041801.0,2021,Person,2021-C10286,12.4,2021 ROLLOVER,2021-04-18Z,2021-05-11Z,,Non-corrected ground GPS,JA70003000,3205423,,124023.258,2086.768,,
C11060,2021070401.0,2021,Person,2021-C11060,0.3,2021 ROLLOVER,2021-07-04Z,2021-07-04Z,,Non-corrected ground GPS,JA70003000,3205424,,3211.7844,341.4235,,
C11170,2021072001.0,2021,Lightning,2021-C11170,5.1,2021 ROLLOVER,2021-07-20Z,2021-07-21Z,,Non-corrected airborne GPS,JA70003000,3205425,,51086.0882,1627.5244,,
C11179,2021081301.0,2021,Lightning,2021-C11179,790.3,2021 ROLLOVER,2021-08-13Z,2021-08-14Z,,Non-corrected airborne GPS,JA70003000,3205426,,7903477.2303,20450.9207,,
C11189,2021081901.0,2021,Lightning,2021-C11189,9.7,2021 ROLLOVER,2021-08-19Z,2021-08-19Z,,Derived from satellite imagery,JA70003000,3205427,,96976.285,1514.7922,,
C11190,2021070401.0,2021,Lightning,2021-C11190,3.7,2021 ROLLOVER,2021-07-04Z,2021-07-04Z,,Non-corrected ground GPS,JA70003000,3205428,,36838.0686,1223.1933,,
C11206,2021070301.0,2021,Lightning,2021-C11206,0.2,2021 ROLLOVER,2021-07-03Z,2021-07-07Z,,Non-corrected ground GPS,JA70003000,3205429,,1925.1427,405.8379,,
C11343,2021070301.0,2021,Lightning,2021-C11343,1.3,2021 ROLLOVER,2021-07-03Z,2021-09-21Z,,Hand sketch of any type,JA70003000,3205430,,12986.1418,478.7226,,
C11491,2021082101.0,2021,Lightning,2021-C11491,8086.3,2021 ROLLOVER,2021-08-21Z,2021-08-21Z,,Non-corrected ground GPS,JA70003000,3205431,,80863244.7805,73090.7974,,
C11552,2021110701.0,2021,Lightning,2021-C11552,28.0,2021 ROLLOVER,2021-11-07Z,2021-07-14Z,,Non-corrected ground GPS,JA70003000,3205432,,279864.3207,2921.8796,,
C11553,2021081601.0,2021,Person,2021-C11553,3.1,2021 ROLLOVER,2021-08-16Z,2021-08-16Z,,Non-corrected ground GPS,JA70003000,3205433,,30643.545,887.7508,,
C11753,2021081602.0,2021,Lightning,2021-C11753,914.2,2021 ROLLOVER,2021-08-16Z,2021-08-17Z,,Non-corrected airborne GPS,JA70003000,3205434,,9142307.6667,16383.8375,,
C11805,2021082801.0,2021,Lightning,2021-C11805,1885.9,2021 ROLLOVER,2021-08-28Z,2021-08-28Z,,Derived from satellite imagery,JA70003000,3205435,,18859491.9709,24105.4813,,
C11824,2021071402.0,2021,Lightning,2021-C11824,4.5,2021 ROLLOVER,2021-07-14Z,2021-07-21Z,,Non-corrected ground GPS,JA70003000,3205436,,45234.7534,1174.5721,,
C12217,2021073001.0,2021,Lightning,2021-C12217,0.1,2021 ROLLOVER,2021-07-30Z,2021-07-30Z,,Non-corrected ground GPS,JA70003000,3205437,,1147.6989,255.6888,,
C12300,2021080201.0,2021,Lightning,2021-C12300,5.2,2021 ROLLOVER,2021-08-02Z,2021-08-19Z,,Non-corrected airborne GPS,JA70003000,3205438,,51677.9759,2446.2405,,
C12317,2021080401.0,2021,Lightning,2021-C12317,1.4,2021 ROLLOVER,2021-08-04Z,2021-08-18Z,,Corrected ground GPS,JA70003000,3205439,,14415.5974,1298.5391,,
C12322,2021080301.0,2021,Lightning,2021-C12322,0.4,2021 ROLLOVER,2021-08-03Z,2021-08-17Z,,Non-corrected ground GPS,JA70003000,3205440,,3954.3706,306.8322,,
C12569,2021081501.0,2021,Lightning,2021-C12569,4.8,2021 ROLLOVER,2021-08-15Z,2021-08-16Z,,Non-corrected airborne GPS,JA70003000,3205441,,48444.7444,958.4289,,
C12573,2021081501.0,2021,Person,2021-C12573,0.9,2021 ROLLOVER,2021-08-15Z,2021-08-16Z,,Non-corrected ground GPS,JA70003000,3205442,,9488.8706,388.7065,,
C20224,2021041501.0,2021,Person,2021-C20224,2.7,2021 ROLLOVER,2021-04-15Z,2021-05-27Z,,Non-corrected ground GPS,JA70003000,3205443,,27434.32,1088.5545,,
C20385,2021042301.0,2021,Person,2021-C20385,48.7,2021 ROLLOVER,2021-04-23Z,2021-05-28Z,,Non-corrected airborne GPS,JA70003000,3205444,,486870.7305,3060.9133,,
C21250,2021083001.0,2021,Lightning,2021-C21250,12040.0,2021 ROLLOVER,2021-08-30Z,2021-08-30Z,,Non-corrected ground GPS,JA70003000,3205445,,120400302.9666,75768.9918,,
C21684,2021082701.0,2021,Lightning,2021-C21684,15.7,2021 ROLLOVER,2021-08-27Z,2021-08-27Z,,Non-corrected ground GPS,JA70003000,3205446,,157327.0494,2140.5601,,
C21722,2021082401.0,2021,Lightning,2021-C21722,6.6,2021 ROLLOVER,2021-08-24Z,2021-08-24Z,,Derived from satellite imagery,JA70003000,3205447,,66125.3189,1203.9479,,
C21739,2021081301.0,2021,Lightning,2021-C21739,1.7,2021 ROLLOVER,2021-08-13Z,2021-08-13Z,,Hand sketch of any type,JA70003000,3205448,,17338.2212,581.0809,,
C21747,2021081301.0,2021,Lightning,2021-C21747,1.8,2021 ROLLOVER,2021-08-13Z,2021-08-13Z,,Hand sketch of any type,JA70003000,3205449,,18122.2991,687.524,,
C31056,2021071801.0,2021,Person,2021-C31056,1833.9,2021 ROLLOVER,2021-07-18Z,2021-07-18Z,,Non-corrected ground GPS,JA70003000,3205450,,18338645.5544,28498.6591,,
C21565,2024011101.0,2023,Lightning,2023-C21565,1.3,2023 ROLLOVER,2024-01-11Z,2024-01-15Z,,Digitized from image,JA70003000,3206288,,12900.1442,519.2852,,
C21942,2023101201.0,2023,Lightning,2023-C21942,6.0,2023 ROLLOVER,2023-10-12Z,2024-01-09Z,,Hand sketch of any type,JA70003000,3206289,,59584.582,1025.4594,,
C22374,2023080101.0,2023,Lightning,2023-C22374,1.5,2023 ROLLOVER,2023-08-01Z,2023-08-10Z,,Non-corrected ground GPS,JA70003000,3206290,,14648.832,693.1502,,
C22544,2023101001.0,2023,Lightning,2023-C22544,1.5,2023 ROLLOVER,2023-10-10Z,2023-10-10Z,,Digitized from aerial photo,JA70003000,3206291,,14555.6686,909.1344,,
C23535,2024032701.0,2023,Person,2023-C23535,27.7,2023 ROLLOVER,2024-03-27Z,2024-03-28Z,,Non-corrected ground GPS,JA70003000,3206292,,276678.3542,2706.1653,,
C30399,2023072901.0,2023,Lightning,2023-C30399,963.7,2023 ROLLOVER,2023-07-29Z,2023-07-29Z,,Non-corrected airborne GPS,JA70003000,3206293,,9636620.5337,19933.7009,,
C30401,2023051901.0,2023,Lightning,2023-C30401,2.2,2023 ROLLOVER,2023-05-19Z,2023-05-21Z,,Non-corrected ground GPS,JA70003000,3206294,,22452.2702,709.2296,,
C30446,2023072901.0,2023,Lightning,2023-C30446,241.7,2023 ROLLOVER,2023-07-29Z,2023-07-29Z,,Non-corrected airborne GPS,JA70003000,3206295,,2417044.2058,8253.3256,,
C30572,2023060401.0,2023,Lightning,2023-C30572,25.6,2023 ROLLOVER,2023-06-04Z,2023-06-05Z,,Non-corrected airborne GPS,JA70003000,3206296,,256489.0017,2144.8189,,
C30675,2023061103.0,2023,Person,2023-C30675,225.4,2023 ROLLOVER,2023-06-11Z,2023-06-12Z,,Non-corrected airborne GPS,JA70003000,3206297,,2254206.3898,10516.0047,,
C31143,2023072901.0,2023,Lightning,2023-C31143,308.0,2023 ROLLOVER,2023-07-29Z,2023-07-29Z,,Non-corrected airborne GPS,JA70003000,3206298,,3079994.2507,11291.7414,,
C31349,2023072901.0,2023,Lightning,2023-C31349,240.1,2023 ROLLOVER,2023-07-29Z,2023-07-29Z,,Non-corrected airborne GPS,JA70003000,3206299,,2401489.6735,9256.219,,
C31442,2023072901.0,2023,Lightning,2023-C31442,38.6,2023 ROLLOVER,2023-07-29Z,2023-07-29Z,,Non-corrected airborne GPS,JA70003000,3206300,,385920.6806,2882.5415,,
C31538,2023091201.0,2023,Lightning,2023-C31538,10.9,2023 ROLLOVER,2023-09-12Z,2023-09-18Z,,Non-corrected ground GPS,JA70003000,3206301,,109035.0622,2361.472,,
C31684,2023072901.0,2023,Lightning,2023-C31684,27.3,2023 ROLLOVER,2023-07-29Z,2023-07-29Z,,Non-corrected airborne GPS,JA70003000,3206302,,273025.7111,2633.9824,,
C31905,2023072201.0,2023,Lightning,2023-C31905,3.1,2023 ROLLOVER,2023-07-22Z,2023-07-23Z,,Non-corrected ground GPS,JA70003000,3206303,,31430.9186,710.9568,,
C31958,2023072901.0,2023,Lightning,2023-C31958,1.3,2023 ROLLOVER,2023-07-29Z,2023-09-22Z,,Non-corrected ground GPS,JA70003000,3206304,,12914.1354,560.7065,,
C32266,2023072901.0,2023,Lightning,2023-C32266,53.0,2023 ROLLOVER,2023-07-29Z,2023-07-29Z,,Non-corrected airborne GPS,JA70003000,3206305,,530130.9479,3199.1652,,
C32539,2023081401.0,2023,Lightning,2023-C32539,6.4,2023 ROLLOVER,2023-08-14Z,2023-08-14Z,,Non-corrected airborne GPS,JA70003000,3206306,,63713.7308,1230.8146,,
C33245,2023091401.0,2023,Lightning,2023-C33245,4.0,2023 ROLLOVER,2023-09-14Z,2023-10-26Z,,Non-corrected ground GPS,JA70003000,3206307,,40231.6544,1020.2325,,
C33527,2024032401.0,2023,Person,2023-C33527,1.1,2023 ROLLOVER,2024-03-24Z,2024-03-26Z,,Non-corrected ground GPS,JA70003000,3206308,,10856.8718,622.2289,,
C40056,2023042101.0,2023,Person,2023-C40056,1.0,2023 ROLLOVER,2023-04-21Z,2023-04-21Z,,Non-corrected ground GPS,JA70003000,3206309,,10309.852,493.3404,,
C40109,2023050701.0,2023,Person,2023-C40109,11.0,2023 ROLLOVER,2023-05-07Z,2023-07-10Z,,Non-corrected ground GPS,JA70003000,3206310,,109580.1813,1845.7783,,
C40128,2023050101.0,2023,Person,2023-C40128,146.9,2023 ROLLOVER,2023-05-01Z,2023-06-05Z,,Non-corrected ground GPS,JA70003000,3206311,,1468905.2439,6736.0472,,
C40147,2023043001.0,2023,Person,2023-C40147,3.8,2023 ROLLOVER,2023-04-30Z,2025-04-07Z,,Non-corrected ground GPS,JA70003000,3206312,,38308.2202,952.2002,,
C40197,2023050401.0,2023,Lightning,2023-C40197,45.2,2023 ROLLOVER,2023-05-04Z,2023-07-10Z,,Non-corrected ground GPS,JA70003000,3206313,,451656.2673,3690.2948,,
C40384,2023052201.0,2023,Lightning,2023-C40384,536.9,2023 ROLLOVER,2023-05-22Z,2023-05-22Z,,Non-corrected airborne GPS,JA70003000,3206314,,5369217.8586,13312.6707,,
C40392,2023052102.0,2023,Lightning,2023-C40392,23.7,2023 ROLLOVER,2023-05-21Z,2023-05-22Z,,Non-corrected airborne GPS,JA70003000,3206315,,236973.2443,2044.4404,,
C40397,2023042901.0,2023,Lightning,2023-C40397,2.0,2023 ROLLOVER,2023-04-29Z,2023-05-30Z,,Non-corrected ground GPS,JA70003000,3206316,,20001.5883,804.2721,,
C41129,2023070401.0,2023,Lightning,2023-C41129,1.7,2023 ROLLOVER,2023-07-04Z,2023-07-05Z,,Non-corrected ground GPS,JA70003000,3206317,,17481.6965,992.067,,
C42827,2023081802.0,2023,Person,2023-C42827,0.5,2023 ROLLOVER,2023-08-18Z,2023-11-23Z,,Non-corrected ground GPS,JA70003000,3206318,,5448.8952,287.383,,
C43435,2023102201.0,2023,Person,2023-C43435,1.6,2023 ROLLOVER,2023-10-22Z,2023-10-23Z,,Non-corrected ground GPS,JA70003000,3206319,,16169.2016,702.0029,,
C50014,2023040401.0,2023,Person,2023-C50014,2.1,2023 ROLLOVER,2023-04-04Z,2023-05-05Z,,Non-corrected ground GPS,JA70003000,3206320,,21339.7953,1132.9421,,
C50020,2023040901.0,2023,Person,2023-C50020,3.8,2023 ROLLOVER,2023-04-09Z,2023-04-18Z,,Non-corrected ground GPS,JA70003000,3206321,,37828.0223,1549.8561,,
C50023,2023041101.0,2023,Person,2023-C50023,10.4,2023 ROLLOVER,2023-04-11Z,2023-04-18Z,,Non-corrected ground GPS,JA70003000,3206322,,104303.9197,2552.2062,,
C50031,2023041501.0,2023,Person,2023-C50031,15.2,2023 ROLLOVER,2023-04-15Z,2023-10-24Z,,Hand sketch of any type,JA70003000,3206323,,152382.7355,1882.3274,,
C50039,2023041501.0,2023,Person,2023-C50039,18.2,2023 ROLLOVER,2023-04-15Z,2023-04-18Z,,Non-corrected ground GPS,JA70003000,3206324,,181570.8278,3158.0526,,
C50072,2023042101.0,2023,Person,2023-C50072,47.6,2023 ROLLOVER,2023-04-21Z,2023-04-24Z,,Non-corrected ground GPS,JA70003000,3206325,,476351.6401,6024.6282,,
C50094,2023042601.0,2023,Person,2023-C50094,4.8,2023 ROLLOVER,2023-04-26Z,2023-05-01Z,,Non-corrected ground GPS,JA70003000,3206326,,47635.3345,1580.5692,,
C50100,2023043001.0,2023,Person,2023-C50100,206.1,2023 ROLLOVER,2023-04-30Z,2023-05-01Z,,Unknown,JA70003000,3206327,,2060823.2505,9278.2174,,
C50101,2023043001.0,2023,Person,2023-C50101,1.5,2023 ROLLOVER,2023-04-30Z,2023-10-13Z,,Hand sketch of any type,JA70003000,3206328,,14963.4758,652.9067,,
C50129,2023042901.0,2023,Person,2023-C50129,10.1,2023 ROLLOVER,2023-04-29Z,2023-05-01Z,,Non-corrected ground GPS,JA70003000,3206329,,100596.234,2646.5586,,
C50254,2023051001.0,2023,Person,2023-C50254,0.8,2023 ROLLOVER,2023-05-10Z,2023-10-26Z,,Non-corrected ground GPS,JA70003000,3206330,,8054.1732,569.6997,,
C50354,2023052001.0,2023,Person,2023-C50354,146.0,2023 ROLLOVER,2023-05-20Z,2023-06-19Z,,Non-corrected airborne GPS,JA70003000,3206331,,1459559.7874,8217.5495,,
C10112,2023042901.0,2023,Person,2023-C10112,2.1,2023 ROLLOVER,2023-04-29Z,2023-05-31Z,,Non-corrected ground GPS,JA70003000,3206260,,20640.3692,693.8311,,
C50899,2023062501.0,2023,Lightning,2023-C50899,3.0,2023 ROLLOVER,2023-06-25Z,2023-10-19Z,,Non-corrected ground GPS,JA70003000,3206332,,29746.4519,775.0465,,
C50903,2023062601.0,2023,Lightning,2023-C50903,3.7,2023 ROLLOVER,2023-06-26Z,2023-10-13Z,,Non-corrected ground GPS,JA70003000,3206333,,36500.1861,798.094,,
C51561,2023071101.0,2023,Lightning,2023-C51561,4.7,2023 ROLLOVER,2023-07-11Z,2023-10-27Z,,Non-corrected ground GPS,JA70003000,3206334,,47185.1778,1276.8841,,
C51562,2023082501.0,2023,Lightning,2023-C51562,6652.0,2023 ROLLOVER,2023-08-25Z,2023-08-25Z,,Non-corrected ground GPS,JA70003000,3206335,,66519840.9952,59851.6163,,
C51571,2023072101.0,2023,Lightning,2023-C51571,3347.0,2023 ROLLOVER,2023-07-21Z,2023-07-21Z,,Non-corrected airborne GPS,JA70003000,3206336,,33469857.7481,34124.1001,,
C51753,2023073001.0,2023,Lightning,2023-C51753,2.2,2023 ROLLOVER,2023-07-30Z,2023-10-10Z,,Non-corrected airborne GPS,JA70003000,3206337,,22216.9303,607.856,,
