FIRE_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_DATE
K60961,2020,Lightning,2020-08-05
K61296,2020,Lightning,2020-08-18
K61363,2020,Person,2020-08-22
K61456,2020,Person,2020-08-28
K70045,2020,Person,2020-04-12
K70415,2020,Lightning,2020-06-27
C20385,2021,Person,2021-04-22
C21250,2021,Lightning,2021-06-02
C21684,2021,Lightning,2021-07-09
C21722,2021,Lightning,2021-07-10
K20486,2019,Lightning,2019-06-04
K20487,2019,Person,2019-06-05
K20542,2019,Lightning,2019-06-13
K20596,2019,Person,2019-06-15
R90913,2019,Person,2019-07-09
R90914,2019,Lightning,2019-07-09
R90918,2019,Lightning,2019-07-10
K71220,2020,Person,2020-08-16
K71750,2020,Lightning,2020-09-12
N10043,2020,Person,2020-04-11
N10091,2020,Person,2020-04-17
N11005,2020,Person,2020-08-08
N11283,2020,Unknown,2020-08-18
N11451,2020,Lightning,2020-08-06
N11523,2020,Person,2020-09-02
C21739,2021,Lightning,2021-07-10
C21747,2021,Lightning,2021-07-10
C31056,2021,Person,2021-06-27
K21016,2019,Unknown,2019-07-21
K21148,2019,Person,2019-07-29
R91233,2019,Lightning,2019-08-04
V10013,2019,Person,2019-04-02
V10123,2019,Person,2019-04-26
N20606,2020,Lightning,2020-07-16
N21257,2020,Lightning,2020-08-17
N21336,2020,Person,2020-08-19
N21450,2020,Person,2020-08-28
N40812,2020,Lightning,2020-08-01
C31115,2021,Lightning,2021-06-30
C31295,2021,Lightning,2021-06-30
C31726,2021,Lightning,2021-07-09
C31947,2021,Lightning,2021-07-15
K21435,2019,Person,2019-08-17
K21539,2019,Unknown,2019-08-26
K40438,2019,Lightning,2019-06-01
K41592,2019,Lightning,2019-09-01
K50271,2019,Unknown,2019-05-13
V11730,2019,Person,2019-09-07
V11838,2019,Person,2019-11-08
V30007,2019,Person,2019-04-01
V30041,2019,Person,2019-04-09
V30699,2019,Person,2019-06-23
V31674,2019,Lightning,2019-09-04
V50150,2019,Person,2019-04-30
V50493,2019,Lightning,2019-06-07
V50677,2019,Lightning,2019-06-19
N41302,2020,Lightning,2020-08-18
N50050,2020,Person,2020-04-12
C32347,2021,Lightning,2021-08-02
C32361,2021,Lightning,2021-08-01
K50430,2019,Person,2019-05-31
K51089,2019,Lightning,2019-07-24
K51244,2019,Person,2019-08-04
K51659,2019,Lightning,2019-09-03
V50714,2019,Person,2019-06-24
V50753,2019,Lightning,2019-06-26
V51270,2019,Person,2019-08-05
V60139,2019,Person,2019-04-28
V60236,2019,Person,2019-05-11
V70206,2019,Person,2019-05-09
N50958,2020,Lightning,2020-08-04
N51243,2020,Lightning,2020-08-17
N51248,2020,Lightning,2020-08-17
N51250,2020,Lightning,2020-08-17
N51261,2020,Lightning,2020-08-17
C32368,2021,Lightning,2021-08-03
C32369,2021,Lightning,2021-08-02
C32596,2021,Lightning,2021-08-11
C32666,2021,Lightning,2021-08-16
C40271,2021,Person,2021-04-17
C40396,2021,Person,2021-04-23
C40714,2021,Person,2021-06-03
C41087,2021,Lightning,2021-06-30
C41088,2021,Lightning,2021-06-30
K51708,2019,Lightning,2019-09-05
K60023,2019,Unknown,2019-04-04
V70607,2019,Person,2019-06-16
V71472,2019,Person,2019-08-19
V73175,2018,Person,2019-03-18
N51301,2020,Lightning,2020-08-06
N60078,2020,Person,2020-04-16
N61268,2020,Lightning,2020-08-18
N61276,2020,Lightning,2020-08-17
N70472,2020,Person,2020-07-03
C41091,2021,Lightning,2021-06-30
C41097,2021,Lightning,2021-06-30
C41100,2021,Lightning,2021-06-30
K60031,2019,Unknown,2019-04-07
K60057,2019,Unknown,2019-04-15
K60058,2019,Unknown,2019-04-15
V80138,2019,Person,2019-04-28
V80210,2019,Person,2019-05-10
V80343,2019,Person,2019-05-23
N70862,2020,Lightning,2020-08-01
N71114,2020,Lightning,2020-07-16
N71297,2020,Lightning,2020-08-17
N71973,2020,Person,2021-03-28
R21068,2020,Lightning,2020-08-01
R40105,2020,Person,2020-04-19
C41102,2021,Lightning,2021-06-30
C41114,2021,Lightning,2021-06-30
C41119,2021,Lightning,2021-06-30
K60079,2019,Unknown,2019-04-20
K60081,2019,Person,2019-04-20
K60152,2019,Unknown,2019-05-01
K60153,2019,Unknown,2019-05-01
K60158,2019,Unknown,2019-05-02
K60517,2019,Unknown,2019-06-11
V90910,2019,Lightning,2019-07-09
V91030,2019,Lightning,2019-07-22
V91452,2019,Person,2019-08-18
R40115,2020,Person,2020-04-20
R50250,2020,Person,2020-05-10
V10062,2020,Person,2020-04-14
V10723,2020,Person,2020-07-30
V10874,2020,Person,2020-08-02
V11633,2020,Person,2020-09-07
C41125,2021,Lightning,2021-06-30
C41139,2021,Lightning,2021-06-30
C41143,2021,Lightning,2021-06-30
C41144,2021,Lightning,2021-06-30
C41145,2021,Lightning,2021-06-30
C41146,2021,Lightning,2021-06-30
C41149,2021,Lightning,2021-06-30
C41155,2021,Lightning,2021-06-30
C41191,2021,Lightning,2020-07-01
C41308,2021,Lightning,2021-07-02
K61682,2019,Lightning,2019-09-04
K61687,2019,Lightning,2019-09-04
K61709,2019,Lightning,2019-09-05
K61721,2019,Unknown,2019-09-06
VA0172,2019,Person,2019-05-04
VA0311,2019,Lightning,2019-05-19
VA0920,2019,Lightning,2019-07-10
C20057,2020,Person,2020-04-13
C40061,2020,Person,2020-04-13
G41511,2023,Lightning,2023-07-10
G41560,2023,Lightning,2023-07-11
G41569,2023,Lightning,2023-07-11
G41588,2023,Lightning,2023-07-11
G41593,2023,Lightning,2023-07-12
G41606,2023,Lightning,2023-07-12
G41682,2023,Lightning,2023-07-14
N51956,2022,Lightning,2022-08-21
N52313,2022,Lightning,2022-08-01
N52513,2022,Lightning,2022-09-25
N52601,2022,Person,2022-10-05
V12680,2022,Lightning,2022-10-11
V12834,2022,Person,2022-11-17
V12901,2022,Unknown,2023-03-30
V30039,2022,Person,2022-04-11
V32007,2022,Lightning,2022-08-25
V32452,2022,Lightning,2022-09-13
V32464,2022,Lightning,2022-09-14
V50368,2022,Lightning,2022-06-28
V50583,2022,Person,2022-07-14
C40392,2023,Lightning,2023-05-18
C40397,2023,Lightning,2023-05-19
G41848,2023,Lightning,2023-07-16
G41949,2023,Lightning,2023-07-14
G41966,2023,Lightning,2023-07-19
G43171,2023,Lightning,2023-09-06
G50297,2023,Person,2023-05-13
G50615,2023,Lightning,2023-06-04
G50787,2023,Lightning,2023-06-13
N60046,2022,Person,2022-04-13
N60114,2022,Person,2022-04-22
N60732,2022,Lightning,2022-07-22
V50688,2022,Unknown,2022-07-23
V52371,2022,Lightning,2022-09-05
V52393,2022,Lightning,2022-09-05
V52465,2022,Lightning,2022-09-05
C41129,2023,Lightning,2023-06-29
C42827,2023,Person,2023-08-18
G50856,2023,Lightning,2023-06-23
G50872,2023,Lightning,2023-06-24
G50912,2023,Lightning,2023-06-25
G50916,2023,Lightning,2023-06-18
G51279,2023,Lightning,2023-07-08
G51284,2023,Lightning,2023-07-08
G51344,2023,Lightning,2023-07-08
G51411,2023,Lightning,2023-07-09
G51474,2023,Lightning,2023-07-08
N60935,2022,Lightning,2022-07-31
N61847,2022,Lightning,2022-08-23
N62240,2022,Lightning,2022-09-02
N62637,2022,Person,2022-10-09
V62558,2022,Person,2022-10-03
V62578,2022,Person,2022-10-03
V62616,2022,Person,2022-10-07
C43435,2023,Person,2023-10-16
C50014,2023,Person,2023-04-06
C50020,2023,Person,2023-04-08
C50023,2023,Person,2023-04-10
K71717,2022,Lightning,2022-08-20
K71995,2022,Lightning,2022-08-24
K72008,2022,Lightning,2022-08-25
K72076,2022,Lightning,2022-08-26
K72080,2022,Lightning,2022-08-25
N62693,2022,Person,2022-05-15
N70658,2022,Lightning,2022-06-29
N70699,2022,Lightning,2022-07-22
V72116,2022,Person,2022-08-28
V72642,2022,Person,2022-10-09
V81461,2022,Lightning,2022-08-14
V81666,2022,Lightning,2022-08-19
V82198,2022,Lightning,2022-09-01
V82234,2022,Lightning,2022-08-15
C50031,2023,Person,2023-04-14
C50039,2023,Person,2023-04-15
C50072,2023,Person,2023-04-21
C50094,2023,Person,2023-04-06
C50100,2023,Person,2023-04-27
C50101,2023,Person,2023-04-27
C50129,2023,Person,2023-04-29
K72249,2022,Person,2022-09-03
K72650,2022,Unknown,2022-10-10
N10132,2022,Person,2022-04-29
N10135,2022,Person,2022-04-30
N10734,2022,Lightning,2022-07-23
N10931,2022,Lightning,2022-07-31
N10989,2022,Lightning,2022-08-01
N70969,2022,Lightning,2022-07-01
V82307,2022,Lightning,2022-09-05
V82482,2022,Lightning,2022-09-21
V91686,2022,Lightning,2022-08-19
VA1999,2022,Lightning,2022-08-20
VA2000,2022,Lightning,2022-08-20
VA2006,2022,Lightning,2022-08-24
C10112,2023,Person,2023-04-28
C50254,2023,Person,2023-05-09
C50354,2023,Person,2023-05-17
N11051,2022,Lightning,2022-08-03
N11062,2022,Lightning,2022-08-04
N11064,2022,Lightning,2022-08-04
N11134,2022,Lightning,2022-08-08
N11772,2022,Lightning,2022-08-22
N11784,2022,Lightning,2022-08-21
N71011,2022,Person,2022-08-02
N71281,2022,Lightning,2022-08-11
N71860,2022,Lightning,2022-08-23
N71980,2022,Lightning,2022-08-24
N72132,2022,Lightning,2022-08-29
C10382,2023,Lightning,2023-05-18
C10395,2023,Lightning,2023-05-17
C10431,2023,Lightning,2023-05-20
C10439,2023,Lightning,2023-05-20
C11243,2023,Lightning,2023-07-07
C11290,2023,Lightning,2023-07-07
C11308,2023,Lightning,2023-07-08
C50899,2023,Lightning,2023-06-24
C50903,2023,Lightning,2023-06-25
C51561,2023,Lightning,2023-07-10
C51562,2023,Lightning,2023-07-07
C51571,2023,Lightning,2023-07-11
C51753,2023,Lightning,2023-07-15
C51919,2023,Lightning,2023-07-09
C51944,2023,Lightning,2023-07-18
C51974,2023,Lightning,2023-07-20
C51976,2023,Lightning,2023-07-20
C51981,2023,Lightning,2023-07-20
N11858,2022,Lightning,2022-08-23
N11880,2022,Lightning,2022-08-23
N72196,2022,Lightning,2022-08-26
N72254,2022,Lightning,2022-08-26
N72255,2022,Lightning,2022-09-01
N72263,2022,Lightning,2022-08-17
N72279,2022,Lightning,2022-09-04
N72329,2022,Lightning,2022-08-26
N72498,2022,Lightning,2022-09-14
C11319,2023,Lightning,2023-07-08
C11321,2023,Lightning,2023-07-08
C11326,2023,Lightning,2023-07-07
C11328,2023,Lightning,2023-07-07
C11405,2023,Lightning,2023-07-09
C52111,2023,Lightning,2023-07-21
C52978,2023,Lightning,2023-08-27
C53002,2023,Person,2023-08-28
C53478,2023,Person,2023-12-05
G10065,2023,Person,2023-04-20
G10177,2023,Person,2023-05-02
G10199,2023,Person,2023-05-04
G10224,2023,Person,2023-05-05
G10411,2023,Lightning,2023-05-19
N12094,2022,Lightning,2022-08-27
N12113,2022,Lightning,2022-08-27
N20881,2022,Lightning,2022-07-29
N21112,2022,Lightning,2022-08-05
N21163,2022,Person,2022-08-09
N72519,2022,Lightning,2022-08-19
N72521,2022,Lightning,2022-09-14
R10111,2022,Person,2022-04-24
R10204,2022,Person,2022-05-21
R11580,2022,Lightning,2022-08-17
C11437,2023,Lightning,2023-07-09
C11458,2023,Lightning,2023-07-09
C11489,2023,Lightning,2023-07-09
C11499,2023,Lightning,2023-07-09
C11892,2023,Lightning,2023-07-17
G11147,2023,Lightning,2023-07-05
G11181,2023,Lightning,2023-07-06
G11240,2023,Lightning,2023-07-06
G11278,2023,Lightning,2023-07-06
G11293,2023,Lightning,2023-07-08
G11297,2023,Lightning,2023-07-07
N21506,2022,Lightning,2022-08-12
N21645,2022,Lightning,2022-08-19
N21844,2022,Lightning,2022-08-21
N22564,2022,Person,2022-10-02
R11665,2022,Lightning,2022-08-19
R11692,2022,Lightning,2022-08-19
R21314,2022,Lightning,2022-08-12
R21755,2022,Lightning,2022-08-19
C11914,2023,Lightning,2023-07-19
C12135,2023,Lightning,2023-07-21
C12204,2023,Lightning,2023-07-22
C13305,2023,Person,2023-09-17
C20082,2023,Person,2023-04-23
C20093,2023,Person,2023-04-26
G11360,2023,Lightning,2023-07-06
G11372,2023,Lightning,2023-07-08
G11447,2023,Lightning,2023-07-08
G11454,2023,Lightning,2023-07-08
G11504,2023,Lightning,2023-07-10
G11532,2023,Lightning,2023-07-10
G11618,2023,Lightning,2023-07-12
G11748,2023,Lightning,2023-07-09
N40738,2022,Person,2022-07-24
N40851,2022,Lightning,2022-07-29
N40903,2022,Lightning,2022-07-29
R21934,2022,Lightning,2022-08-22
R40063,2022,Person,2022-04-16
R40809,2022,Person,2022-07-28
C20095,2023,Person,2023-04-26
C20133,2023,Person,2023-04-29
C21329,2023,Lightning,2023-07-08
C21501,2023,Lightning,2023-07-09
G11912,2023,Lightning,2023-07-18
G11943,2023,Lightning,2023-07-18
G11978,2023,Lightning,2023-07-20
G12002,2023,Lightning,2023-07-20
G12007,2023,Lightning,2023-07-20
G12034,2023,Lightning,2023-07-20
G12078,2023,Lightning,2023-07-20
G12085,2023,Lightning,2023-07-21
N41057,2022,Lightning,2022-08-02
N41303,2022,Person,2022-08-12
N41426,2022,Lightning,2022-08-11
N41588,2022,Lightning,2022-08-19
N41639,2022,Lightning,2022-08-19
N41641,2022,Lightning,2022-08-19
R41516,2022,Lightning,2022-08-13
R51137,2022,Person,2022-08-08
R90388,2022,Lightning,2022-06-29
R90417,2022,Lightning,2022-06-29
R90436,2022,Lightning,2022-06-30
R90437,2022,Lightning,2022-07-01
R90442,2022,Lightning,2022-07-01
R90449,2022,Lightning,2022-07-01
R90455,2022,Lightning,2022-07-01
C21565,2023,Lightning,2023-07-11
C21942,2023,Lightning,2023-07-19
C22374,2023,Lightning,2023-07-30
C22544,2023,Lightning,2023-08-01
C23535,2023,Person,2024-03-26
C30399,2023,Lightning,2023-05-19
C30401,2023,Lightning,2023-05-19
C30446,2023,Lightning,2023-05-20
G12128,2023,Lightning,2023-07-21
G12157,2023,Lightning,2023-07-18
G12160,2023,Lightning,2023-07-21
G12186,2023,Lightning,2023-07-17
G12495,2023,Lightning,2023-08-04
N41661,2022,Lightning,2022-08-19
N41669,2022,Lightning,2022-08-18
N41671,2022,Lightning,2022-08-19
N41683,2022,Lightning,2022-08-19
N41684,2022,Lightning,2022-08-19
R90464,2022,Lightning,2022-06-23
R90474,2022,Lightning,2022-07-01
C30572,2023,Lightning,2023-06-02
C30675,2023,Person,2023-06-08
C31143,2023,Lightning,2023-07-05
C31349,2023,Lightning,2023-07-08
C31442,2023,Lightning,2023-07-09
C31538,2023,Lightning,2023-07-10
C31684,2023,Lightning,2023-07-14
C31905,2023,Lightning,2023-07-19
G12541,2023,Lightning,2023-08-04
G30210,2023,Person,2023-05-04
G30423,2023,Lightning,2023-05-20
G30612,2023,Lightning,2023-05-18
G32134,2023,Lightning,2023-07-21
N41724,2022,Lightning,2022-08-19
N41726,2022,Lightning,2022-08-19
N41918,2022,Lightning,2022-08-19
N41922,2022,Lightning,2022-08-19
N42396,2022,Person,2022-09-12
N42524,2022,Lightning,2022-09-27
N50683,2022,Lightning,2022-07-22
R90475,2022,Lightning,2022-07-04
R90484,2022,Lightning,2022-07-02
R90512,2022,Lightning,2022-07-02
C31958,2023,Lightning,2023-07-19
C32266,2023,Lightning,2023-07-25
C32539,2023,Lightning,2023-08-06
C33245,2023,Lightning,2023-09-13
C33527,2023,Person,2024-03-24
G32320,2023,Lightning,2023-07-21
G32441,2023,Lightning,2023-07-25
G32885,2023,Lightning,2023-08-17
G33479,2023,Person,2024-01-31
N51245,2022,Lightning,2022-08-11
N51278,2022,Lightning,2022-08-11
N51361,2022,Lightning,2022-08-12
N51373,2022,Lightning,2022-08-08
R90518,2022,Lightning,2022-07-07
R90522,2022,Lightning,2022-07-06
R90539,2022,Lightning,2022-07-02
V11036,2022,Person,2022-08-01
V11286,2022,Lightning,2022-08-12
V11508,2022,Person,2022-08-15
V11595,2022,Lightning,2022-08-17
C40056,2023,Person,2023-04-17
C40109,2023,Person,2023-04-28
C40128,2023,Person,2023-04-29
C40147,2023,Person,2023-04-30
G40324,2023,Lightning,2023-05-15
G41035,2023,Lightning,2023-07-01
G41149,2023,Lightning,2023-07-01
G41158,2023,Lightning,2023-07-06
G41208,2023,Lightning,2023-07-07
N51415,2022,Lightning,2022-08-04
N51420,2022,Lightning,2022-08-12
N51505,2022,Lightning,2022-08-15
N51531,2022,Lightning,2022-08-16
V11596,2022,Lightning,2022-08-19
V11746,2022,Lightning,2022-08-21
V11912,2022,Lightning,2022-08-24
V11916,2022,Lightning,2022-08-24
V11952,2022,Lightning,2022-08-24
V11989,2022,Lightning,2022-08-25
V12079,2022,Person,2022-08-27
V12147,2022,Lightning,2022-08-30
C40197,2023,Lightning,2023-05-03
C40384,2023,Lightning,2023-05-17
G41304,2023,Lightning,2023-07-07
G41307,2023,Lightning,2023-07-08
G41422,2023,Lightning,2023-07-09
G41425,2023,Lightning,2023-07-05
G41445,2023,Lightning,2023-07-08
G41466,2023,Lightning,2023-07-09
G41493,2023,Lightning,2023-07-10
G41502,2023,Lightning,2023-07-10
G41509,2023,Lightning,2023-07-10
N51538,2022,Lightning,2022-08-04
N51651,2022,Lightning,2022-08-19
N51675,2022,Lightning,2022-08-19
N51677,2022,Lightning,2022-08-19
N51678,2022,Lightning,2022-08-19
N51881,2022,Lightning,2022-08-21
V12158,2022,Lightning,2022-08-30
V12209,2022,Lightning,2022-08-31
V12211,2022,Lightning,2022-09-01
V12335,2022,Person,2022-09-08
V12370,2022,Person,2022-09-10
V12537,2022,Person,2022-10-01
V12576,2022,Lightning,2022-10-03
V12583,2022,Lightning,2022-10-03
V12625,2022,Lightning,2022-10-08
G62734,2022,Lightning,2022-10-17
G70212,2022,Person,2022-05-22
G70213,2022,Person,2022-05-22
G70293,2022,Person,2022-06-11
K21132,2022,Lightning,2022-07-29
K21255,2022,Lightning,2022-08-01
K21279,2022,Lightning,2022-08-01
K21305,2022,Lightning,2022-08-12
K70927,2022,Lightning,2022-07-25
K71300,2022,Lightning,2022-08-10
K71440,2022,Lightning,2022-08-13
K71441,2022,Lightning,2022-08-13
V82577,2021,Person,2021-08-12
VA1545,2021,Lightning,2021-07-05
C10011,2022,Person,2022-04-06
C11301,2022,Lightning,2022-08-12
G71053,2022,Person,2022-08-03
G71148,2022,Lightning,2022-08-08
G71706,2022,Person,2022-08-18
G71778,2022,Lightning,2022-08-22
G71933,2022,Lightning,2022-08-23
G71935,2022,Lightning,2022-08-22
G71939,2022,Lightning,2022-08-24
K21327,2022,Lightning,2022-08-12
K21435,2022,Person,2022-08-14
K21473,2022,Lightning,2022-08-14
K21514,2022,Lightning,2022-08-17
K21760,2022,Lightning,2022-08-19
N42291,2021,Lightning,2021-07-25
N42293,2021,Lightning,2021-07-22
N42468,2021,Lightning,2021-07-25
N42605,2021,Lightning,2021-07-17
C11363,2022,Lightning,2022-08-12
C20012,2022,Person,2022-04-07
C20043,2022,Person,2022-04-12
C20073,2022,Person,2022-04-17
G72090,2022,Lightning,2022-08-26
G72150,2022,Lightning,2022-08-30
G72178,2022,Lightning,2022-08-31
G72179,2022,Lightning,2022-08-27
G72182,2022,Lightning,2022-08-31
G72252,2022,Lightning,2022-09-03
G72348,2022,Person,2022-09-10
G72426,2022,Person,2022-09-14
G72491,2022,Person,2022-09-24
K22043,2022,Lightning,2022-08-25
K22173,2022,Person,2022-08-31
K22197,2022,Lightning,2022-08-26
K22476,2022,Person,2022-09-21
N50348,2021,Person,2021-04-20
N50673,2021,Lightning,2021-05-29
N51165,2021,Person,2021-06-30
N51677,2021,Lightning,2021-07-08
N51705,2021,Lightning,2021-07-08
N51724,2021,Lightning,2021-07-08
N51734,2021,Lightning,2021-07-08
N51756,2021,Lightning,2021-07-08
N51765,2021,Lightning,2021-07-03
C20103,2022,Person,2022-04-23
C20104,2022,Person,2022-04-23
C20110,2022,Person,2022-04-24
G72672,2022,Lightning,2022-10-10
G80182,2022,Person,2022-05-13
G80210,2022,Person,2022-05-22
G80265,2022,Lightning,2022-06-03
G80439,2022,Person,2022-07-02
K22879,2022,Unknown,2023-03-23
K22885,2022,Unknown,2023-03-26
K22890,2022,Unknown,2023-03-27
K22904,2022,Unknown,2023-03-30
K40131,2022,Person,2022-04-28
N51800,2021,Lightning,2021-07-08
N51806,2021,Lightning,2021-07-07
N51939,2021,Lightning,2021-07-07
N51953,2021,Lightning,2021-07-01
C20269,2022,Lightning,2022-06-06
C20973,2022,Lightning,2022-08-01
C21590,2022,Lightning,2022-08-17
C22320,2022,Lightning,2022-08-22
G80463,2022,Lightning,2022-07-02
G81430,2022,Lightning,2022-08-13
G81831,2022,Lightning,2022-08-22
G82184,2022,Lightning,2022-08-29
G82427,2022,Person,2022-09-12
K40149,2022,Person,2022-05-02
K40827,2022,Lightning,2022-07-29
K40928,2022,Lightning,2022-07-31
N51991,2021,Lightning,2021-07-16
N51992,2021,Lightning,2021-07-08
N52080,2021,Lightning,2021-07-20
N52172,2021,Lightning,2021-07-04
N52232,2021,Person,2021-07-01
N52447,2021,Lightning,2021-08-04
N52457,2021,Lightning,2021-08-05
N52461,2021,Lightning,2021-08-05
N52517,2021,Lightning,2021-08-06
C22435,2022,Person,2022-09-13
C22508,2022,Person,2022-09-26
C31930,2022,Lightning,2022-08-23
C31974,2022,Lightning,2022-08-24
C31977,2022,Lightning,2022-08-24
C32732,2022,Person,2022-10-17
C40075,2022,Person,2022-04-17
C40845,2022,Lightning,2022-07-28
C40996,2022,Lightning,2022-08-01
G82535,2022,Person,2022-09-28
G82543,2022,Person,2022-09-30
G82705,2022,Person,2022-10-13
G82746,2022,Person,2022-10-18
K40937,2022,Lightning,2022-07-30
K41024,2022,Lightning,2022-08-02
K41232,2022,Lightning,2022-08-10
N52624,2021,Lightning,2021-08-08
N60475,2021,Lightning,2021-05-06
N61666,2021,Lightning,2021-07-08
N61679,2021,Lightning,2021-07-08
N61687,2021,Lightning,2021-07-08
N61927,2021,Lightning,2021-07-08
C41031,2022,Lightning,2022-08-01
C41471,2022,Lightning,2022-08-15
C41547,2022,Lightning,2022-08-18
C41558,2022,Lightning,2022-08-18
C41573,2022,Lightning,2022-08-19
G82761,2022,Person,2022-10-18
G82769,2022,Person,2022-10-21
G90274,2022,Lightning,2022-05-31
G90313,2022,Lightning,2022-06-16
K41386,2022,Lightning,2022-08-13
K41512,2022,Person,2022-08-03
K41540,2022,Lightning,2022-08-17
N62005,2021,Lightning,2021-07-03
N62234,2021,Person,2021-07-28
N62459,2021,Lightning,2021-08-06
C41740,2022,Lightning,2022-08-19
C50002,2022,Person,2022-04-02
C50014,2022,Person,2022-04-07
C50024,2022,Person,2022-04-09
C50044,2022,Person,2022-04-12
C50056,2022,Person,2022-04-14
C50057,2022,Person,2022-04-15
C50071,2022,Person,2022-04-17
C50081,2022,Person,2022-04-18
C50142,2022,Person,2022-05-01
C50155,2022,Person,2022-05-05
G90317,2022,Lightning,2022-06-20
G90319,2022,Lightning,2022-06-20
G90381,2022,Lightning,2022-06-26
K41571,2022,Person,2022-08-19
K41616,2022,Person,2022-07-29
K41828,2022,Lightning,2022-08-22
K42304,2022,Lightning,2022-09-06
K42324,2022,Person,2022-09-08
K42339,2022,Lightning,2022-09-09
K42673,2022,Lightning,2022-10-11
K50647,2022,Person,2022-07-19
K50779,2022,Lightning,2022-07-26
K50863,2022,Person,2022-07-29
N70508,2021,Person,2021-05-14
N71245,2021,Lightning,2021-07-01
N71279,2021,Lightning,2021-07-02
N71686,2021,Lightning,2021-07-07
C50189,2022,Person,2022-05-16
C51574,2022,Lightning,2022-08-19
C51681,2022,Lightning,2022-08-19
C52039,2022,Lightning,2022-08-26
C52233,2022,Person,2022-09-02
G90393,2022,Lightning,2022-06-26
G90477,2022,Lightning,2022-07-04
G90480,2022,Lightning,2022-07-04
G90509,2022,Lightning,2022-07-06
G90515,2022,Lightning,2022-07-06
G90517,2022,Lightning,2022-07-06
K51259,2022,Person,2022-08-12
K52180,2022,Lightning,2022-08-31
K52229,2022,Lightning,2022-09-01
K52317,2022,Lightning,2022-09-07
N71743,2021,Lightning,2021-07-07
N71793,2021,Lightning,2021-07-08
N71813,2021,Lightning,2021-07-05
C52467,2022,Lightning,2022-09-18
C52512,2022,Lightning,2022-09-26
C52638,2022,Person,2022-10-09
G90594,2022,Lightning,2022-07-16
G90597,2022,Lightning,2022-07-16
G90598,2022,Lightning,2022-07-16
K52651,2022,Person,2022-10-10
K52661,2022,Lightning,2022-10-11
N71875,2021,Lightning,2021-07-04
N72185,2021,Lightning,2021-07-04
C52648,2022,Person,2022-10-10
C52690,2022,Person,2022-10-11
C52753,2022,Person,2022-10-18
G90692,2022,Lightning,2022-07-16
G90789,2022,Lightning,2022-07-08
G92591,2022,Person,2022-10-05
G92620,2022,Person,2022-10-07
G92640,2022,Person,2022-10-06
G92683,2022,Person,2022-10-11
G92687,2022,Person,2022-10-12
K52708,2022,Person,2022-10-14
K52728,2022,Person,2022-10-16
K52754,2022,Person,2022-10-19
N72257,2021,Person,2021-07-30
N72278,2021,Lightning,2021-07-11
R10247,2021,Person,2021-04-16
R10362,2021,Person,2021-04-21
C52802,2022,Person,2022-10-26
G10307,2022,Lightning,2022-06-13
G10813,2022,Person,2022-07-28
G10918,2022,Lightning,2022-07-31
G92688,2022,Person,2022-10-12
G92713,2022,Person,2022-10-13
K20051,2022,Person,2022-04-13
K20084,2022,Person,2022-04-20
K52759,2022,Person,2022-10-10
K60004,2022,Person,2022-04-02
R11120,2021,Lightning,2021-06-30
R11557,2021,Lightning,2021-07-06
R11562,2021,Lightning,2021-07-06
R12427,2021,Unknown,2021-08-05
R21558,2021,Lightning,2021-07-06
R40187,2021,Person,2021-04-13
G11975,2022,Lightning,2022-08-25
G12387,2022,Lightning,2022-09-10
G12507,2022,Lightning,2022-08-29
G30304,2022,Person,2022-06-14
G32849,2022,Person,2023-01-16
G40026,2022,Person,2022-04-09
G41730,2022,Lightning,2022-08-20
G51350,2022,Lightning,2022-08-12
G51526,2022,Person,2022-08-17
K20147,2022,Person,2022-05-01
K20192,2022,Person,2022-05-17
K20581,2022,Person,2022-07-14
K60151,2022,Person,2022-05-03
K60175,2022,Person,2022-05-11
K60324,2022,Person,2022-06-23
K60586,2022,Person,2022-07-15
K60657,2022,Lightning,2022-07-20
R40422,2021,Person,2021-04-26
R50518,2021,Person,2021-05-15
R91496,2021,Lightning,2021-07-05
V10223,2021,Person,2021-04-15
V10532,2021,Person,2021-05-16
V10859,2021,Unknown,2021-06-20
V11341,2021,Unknown,2021-07-03
V11669,2021,Lightning,2021-07-08
V11707,2021,Lightning,2021-07-08
V12251,2021,Person,2021-07-30
V12262,2021,Lightning,2021-07-31
G51598,2022,Lightning,2022-08-12
G51794,2022,Lightning,2022-08-22
G51920,2022,Lightning,2022-08-24
G51925,2022,Lightning,2022-08-12
G60369,2022,Lightning,2022-06-27
K20675,2022,Lightning,2022-07-17
K20817,2022,Lightning,2022-07-28
K20818,2022,Lightning,2022-07-28
K20824,2022,Lightning,2022-07-29
K20853,2022,Lightning,2022-07-29
K20872,2022,Lightning,2022-07-29
K60860,2022,Lightning,2022-07-17
K61478,2022,Lightning,2022-08-15
V12263,2021,Lightning,2021-07-31
V12269,2021,Lightning,2021-07-31
V12270,2021,Lightning,2021-07-31
V12312,2021,Lightning,2021-08-01
V12329,2021,Lightning,2021-07-31
G60375,2022,Lightning,2022-06-27
G60391,2022,Person,2022-06-30
G60465,2022,Lightning,2022-06-30
G60665,2022,Person,2022-06-15
K20899,2022,Lightning,2022-07-30
K20902,2022,Lightning,2022-07-29
K20943,2022,Lightning,2022-07-29
K61483,2022,Lightning,2022-08-15
K62235,2022,Lightning,2022-09-01
V30467,2021,Unknown,2021-05-06
