FIRE_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_DATE
V70065,2008,Person,2008-05-17
V70089,2008,Person,2008-05-23
V70370,2008,Person,2008-07-25
V70685,2008,Person,2008-09-15
V70747,2008,Person,2008-09-27
V80323,2008,Person,2008-07-20
V80695,2008,Person,2008-09-16
C50503,2009,Lightning,2009-07-31
C50504,2009,Lightning,2009-08-05
G10117,2009,Lightning,2009-06-11
G10560,2009,Person,2009-10-12
G30308,2009,Lightning,2009-07-25
G30354,2009,Lightning,2009-08-01
K11180,2009,Lightning,2009-07-31
K11181,2009,Lightning,2009-07-31
K11303,2009,Lightning,2009-08-01
K11361,2009,Lightning,2009-08-07
K11626,2009,Lightning,2009-08-24
K11638,2009,Lightning,2009-08-21
K11667,2009,Lightning,2009-08-21
K11678,2009,Lightning,2009-08-29
K60024,2008,Person,2008-04-07
K60105,2008,Person,2008-04-29
K60113,2008,Person,2008-05-02
K61561,2008,Lightning,2008-08-16
K61919,2008,Person,2008-09-15
K70052,2008,Person,2008-04-13
K70055,2008,Person,2008-04-14
K70068,2008,Person,2008-04-20
K70070,2008,Person,2008-04-21
K70100,2008,Person,2008-04-28
V90300,2008,Person,2008-07-16
V90698,2008,Person,2008-09-17
C10015,2009,Person,2009-04-15
C10040,2009,Person,2009-04-29
C10060,2009,Person,2009-05-02
C10061,2009,Person,2009-05-02
C10064,2009,Person,2009-05-04
C10069,2009,Person,2009-04-25
C10070,2009,Person,2009-04-27
C10151,2009,Lightning,2009-06-12
G90311,2012,Lightning,2012-07-27
G90316,2012,Lightning,2012-08-05
G90318,2012,Lightning,2012-07-26
G90321,2012,Lightning,2012-07-29
G90324,2012,Lightning,2012-07-28
G90325,2012,Lightning,2012-07-26
G80019,2011,Person,2011-05-06
G80032,2011,Lightning,2011-05-22
G80129,2011,Person,2011-09-27
G80144,2011,Person,2011-10-27
N40012,2011,Person,2011-05-14
N50002,2011,Person,2011-04-22
R20039,2011,Person,2011-09-18
R40001,2011,Person,2011-04-22
R90002,2011,Person,2011-04-22
R90015,2011,Lightning,2011-05-30
G70073,2012,Person,2012-05-17
G70084,2012,Person,2012-05-20
G70171,2012,Person,2012-07-06
G70462,2012,Person,2012-09-07
G70478,2012,Person,2012-09-14
G70496,2012,Person,2012-09-17
G90327,2012,Lightning,2012-07-26
G90348,2012,Lightning,2012-08-07
G90369,2012,Lightning,2012-08-12
G90036,2011,Lightning,2011-05-29
G90040,2011,Lightning,2011-06-01
G90048,2011,Lightning,2011-06-05
G90053,2011,Person,2011-06-14
G90055,2011,Person,2011-06-20
V30040,2011,Person,2011-05-20
V80488,2011,Person,2011-08-01
C10075,2012,Lightning,2012-07-14
G70528,2012,Person,2012-09-23
G80007,2012,Person,2012-04-19
G80026,2012,Person,2012-05-06
G80031,2012,Person,2012-05-08
G80055,2012,Person,2012-05-13
G80056,2012,Person,2012-05-13
G90378,2012,Person,2012-08-16
G90392,2012,Lightning,2012-08-08
G90397,2012,Lightning,2012-08-16
G90062,2011,Lightning,2011-07-04
G90068,2011,Lightning,2011-07-07
G90069,2011,Lightning,2011-07-14
G90070,2011,Lightning,2011-07-14
G90072,2011,Lightning,2011-07-14
G90074,2011,Lightning,2011-07-14
C10118,2012,Lightning,2012-07-01
C10160,2012,Lightning,2012-07-27
C10247,2012,Person,2012-10-13
C20005,2012,Person,2012-04-07
C20009,2012,Person,2012-04-14
C20016,2012,Person,2012-04-25
C20047,2012,Lightning,2012-05-25
G80057,2012,Person,2012-05-13
G80083,2012,Person,2012-05-20
G80095,2012,Lightning,2012-05-28
G80098,2012,Lightning,2012-05-28
G80100,2012,Lightning,2012-05-25
G80111,2012,Lightning,2012-05-28
R20214,2010,Lightning,2010-08-11
R20227,2010,Lightning,2010-08-02
R20242,2010,Lightning,2010-08-02
R20276,2010,Person,2010-10-06
R30023,2010,Person,2010-02-15
G90075,2011,Lightning,2011-07-14
G90078,2011,Lightning,2011-07-14
C20104,2012,Lightning,2012-07-18
C20108,2012,Lightning,2012-07-18
C20210,2012,Person,2012-08-25
C20216,2012,Lightning,2012-08-30
G80155,2012,Person,2012-06-28
G80179,2012,Person,2012-07-11
G80312,2012,Lightning,2012-07-26
G80326,2012,Lightning,2012-07-26
R30212,2010,Person,2010-08-11
R40005,2010,Person,2010-04-11
R40010,2010,Person,2010-04-14
R40020,2010,Person,2010-04-19
R40197,2010,Lightning,2010-08-02
G90083,2011,Lightning,2011-07-14
G90085,2011,Lightning,2011-07-14
G90091,2011,Lightning,2011-08-05
G90094,2011,Lightning,2011-08-05
G90095,2011,Lightning,2011-08-05
C40028,2012,Person,2012-05-06
C40038,2012,Person,2012-05-13
C40067,2012,Lightning,2012-07-09
C40070,2012,Lightning,2012-07-09
G80347,2012,Lightning,2012-08-08
G80350,2012,Lightning,2012-08-08
G80379,2012,Lightning,2012-08-16
G80383,2012,Lightning,2012-07-29
R40224,2010,Person,2010-08-13
R40239,2010,Lightning,2010-08-02
R50042,2010,Lightning,2010-06-09
R90035,2010,Lightning,2010-05-29
R90039,2010,Lightning,2010-06-09
R90043,2010,Person,2010-06-11
R90044,2010,Lightning,2010-06-08
G90100,2011,Lightning,2011-08-07
G90101,2011,Lightning,2011-08-05
G90105,2011,Lightning,2011-08-21
G90106,2011,Lightning,2011-08-21
K20052,2011,Person,2011-05-10
K20056,2011,Person,2011-05-15
C40090,2012,Lightning,2012-07-15
C40119,2012,Lightning,2012-07-15
C40177,2012,Lightning,2012-08-06
C40188,2012,Lightning,2012-08-08
G80401,2012,Lightning,2012-08-12
G80431,2012,Lightning,2012-08-21
G80454,2012,Person,2012-09-02
R90052,2010,Lightning,2010-06-09
R90093,2010,Lightning,2010-07-27
R90236,2010,Lightning,2010-07-27
R90275,2010,Person,2010-09-21
V10476,2010,Person,2010-07-18
K20341,2011,Lightning,2011-08-11
K20345,2011,Lightning,2011-08-10
K20381,2011,Person,2011-08-15
K20462,2011,Person,2011-08-24
C40193,2012,Person,2012-08-21
C40248,2012,Person,2012-05-22
C50002,2012,Person,2012-04-06
G80471,2012,Person,2012-09-10
G80476,2012,Person,2012-09-13
G80495,2012,Person,2012-09-17
V10590,2010,Person,2010-07-26
V10687,2010,Lightning,2010-07-31
V10843,2010,Lightning,2010-08-04
V11017,2010,Person,2010-08-18
K20520,2011,Person,2011-08-31
K20532,2011,Person,2011-09-02
K20781,2011,Person,2012-03-09
K20784,2011,Person,2012-03-23
C50006,2012,Person,2012-04-09
C50014,2012,Person,2012-04-24
C50021,2012,Person,2012-05-03
C50022,2012,Person,2012-05-05
C50023,2012,Person,2012-05-05
C50033,2012,Person,2012-05-12
G80536,2012,Lightning,2012-08-22
G90019,2012,Person,2012-05-01
V11049,2010,Person,2010-08-21
V30051,2010,Person,2010-05-15
V30693,2010,Lightning,2010-07-31
V30712,2010,Lightning,2010-07-31
V30734,2010,Lightning,2010-07-31
V30813,2010,Lightning,2010-08-03
K20785,2011,Person,2012-03-25
K30024,2011,Person,2011-04-30
K30691,2011,Person,2011-09-16
K40527,2011,Person,2011-09-01
C50034,2012,Person,2012-05-12
C50037,2012,Person,2012-05-13
C50039,2012,Person,2012-05-13
C50076,2012,Lightning,2012-07-14
G90108,2012,Lightning,2012-05-28
G90109,2012,Lightning,2012-05-28
G90112,2012,Lightning,2012-05-28
G90114,2012,Lightning,2012-05-28
G90134,2012,Lightning,2012-06-21
G90135,2012,Lightning,2012-06-20
V30840,2010,Lightning,2010-07-31
V50745,2010,Lightning,2010-07-31
V51322,2010,Person,2010-09-30
V60269,2010,Person,2010-07-07
V60945,2010,Person,2010-08-13
V61003,2010,Person,2010-08-17
K50005,2011,Person,2011-04-11
K50010,2011,Person,2011-04-22
K50011,2011,Person,2011-04-23
K50053,2011,Person,2011-05-09
K50100,2011,Lightning,2011-06-22
K50103,2011,Person,2011-06-25
K50124,2011,Person,2011-07-03
C50094,2012,Lightning,2012-07-14
C50159,2012,Lightning,2012-08-05
G10040,2012,Person,2012-05-11
G10064,2012,Person,2012-05-14
G10102,2012,Person,2012-05-28
G90136,2012,Lightning,2012-06-21
G90137,2012,Lightning,2012-06-19
V70321,2010,Person,2010-07-04
V70506,2010,Person,2010-07-21
V70627,2010,Person,2010-07-28
V70631,2010,Person,2010-07-28
K50279,2011,Person,2011-08-08
K50389,2011,Person,2011-08-17
K50493,2011,Person,2011-08-27
K50510,2011,Person,2011-08-28
K50519,2011,Person,2011-08-31
G10475,2012,Person,2012-09-11
G40009,2012,Person,2012-04-20
G90138,2012,Lightning,2012-06-20
G90154,2012,Lightning,2012-06-21
G90160,2012,Lightning,2012-07-04
V70989,2010,Person,2010-08-15
V80446,2010,Person,2010-07-17
V90427,2010,Person,2010-07-15
V90985,2010,Person,2010-08-15
VA0955,2010,Lightning,2010-08-02
K50603,2011,Person,2011-09-05
K50627,2011,Person,2011-09-09
K50735,2011,Person,2011-09-18
K60003,2011,Person,2011-04-08
G40020,2012,Person,2012-05-01
G40038,2012,Person,2012-05-11
G40214,2012,Lightning,2012-07-13
G40340,2012,Person,2012-08-08
G40406,2012,Lightning,2012-08-08
G40545,2012,Lightning,2012-08-20
G60196,2012,Lightning,2012-07-14
G90166,2012,Lightning,2012-07-06
G90167,2012,Lightning,2012-07-06
G90169,2012,Lightning,2012-07-06
C10020,2011,Person,2011-04-28
C10095,2011,Person,2011-10-29
C10098,2011,Person,2011-11-01
C20001,2011,Person,2011-04-06
C20006,2011,Person,2011-04-13
K60017,2011,Person,2011-04-24
K60020,2011,Person,2011-04-24
K60031,2011,Person,2011-04-23
K60390,2011,Person,2011-08-17
G60264,2012,Lightning,2012-07-21
G60395,2012,Lightning,2012-08-16
G60396,2012,Lightning,2012-08-16
G60424,2012,Lightning,2012-08-16
G60501,2012,Person,2012-09-18
G70018,2012,Person,2012-04-30
G90170,2012,Lightning,2012-07-06
G90172,2012,Lightning,2012-07-06
G90177,2012,Lightning,2012-07-06
G90186,2012,Person,2012-07-13
G90200,2012,Lightning,2012-06-21
G90201,2012,Lightning,2012-07-16
G90225,2012,Lightning,2012-07-22
G90236,2012,Lightning,2012-07-22
G90239,2012,Lightning,2012-07-22
G90240,2012,Lightning,2012-07-22
G90241,2012,Person,2012-05-15
G90245,2012,Lightning,2012-07-22
C20027,2011,Person,2011-05-04
C20028,2011,Person,2011-05-09
C20031,2011,Person,2011-05-10
C20094,2011,Person,2011-10-24
C40002,2011,Person,2011-04-09
C40026,2011,Person,2011-05-01
C40084,2011,Person,2011-09-27
C40105,2011,Person,2012-03-16
C50013,2011,Person,2011-04-20
K70642,2011,Person,2011-09-11
N10013,2011,Person,2011-05-15
N10203,2011,Lightning,2011-08-02
N10204,2011,Person,2011-08-03
G70021,2012,Person,2012-05-03
G70023,2012,Person,2012-05-05
G70034,2012,Person,2012-05-10
G90246,2012,Lightning,2012-07-21
G90249,2012,Lightning,2012-07-22
G90250,2012,Lightning,2012-06-25
G90251,2012,Lightning,2012-07-24
G90257,2012,Lightning,2012-07-22
G10046,2011,Lightning,2011-06-06
G40021,2011,Person,2011-05-08
G40043,2011,Lightning,2011-06-06
G40136,2011,Person,2011-10-13
G40141,2011,Person,2011-10-24
G40145,2011,Person,2011-10-24
G40150,2011,Person,2011-10-24
G40151,2011,Person,2011-10-24
G40154,2011,Person,2011-10-31
N10233,2011,Lightning,2011-08-02
N10252,2011,Lightning,2011-08-09
N10365,2011,Person,2011-08-21
N10542,2011,Lightning,2011-09-09
G70036,2012,Person,2012-05-11
G70042,2012,Person,2012-05-12
G70044,2012,Person,2012-05-11
G70061,2012,Person,2012-05-14
G70070,2012,Person,2012-05-15
G70072,2012,Person,2012-05-16
G90280,2012,Lightning,2012-07-27
G90281,2012,Lightning,2012-07-27
G90294,2012,Lightning,2012-07-27
G90301,2012,Lightning,2012-07-07
G90303,2012,Lightning,2012-07-26
G90304,2012,Lightning,2012-07-29
G70016,2011,Person,2011-05-05
G70039,2011,Person,2011-06-01
G70130,2011,Person,2011-09-25
G80006,2011,Person,2011-04-27
N10646,2011,Person,2011-10-01
N10656,2011,Person,2011-10-19
N20003,2011,Person,2011-03-26
N20011,2011,Person,2011-04-23
G60585,2010,Lightning,2010-07-28
G70020,2010,Person,2010-04-13
G70024,2010,Person,2010-04-13
G70032,2010,Person,2010-04-15
G70050,2010,Person,2010-04-19
G70059,2010,Person,2010-04-22
G70072,2010,Person,2010-05-07
G70092,2010,Person,2010-05-12
G70134,2010,Person,2010-06-11
G70192,2010,Person,2010-06-30
K10379,2010,Lightning,2010-08-05
K20054,2010,Person,2010-05-14
K20140,2010,Person,2010-07-11
K20157,2010,Person,2010-07-14
R20054,2010,Person,2010-06-24
R20105,2010,Lightning,2010-07-28
R20148,2010,Lightning,2010-07-28
R20163,2010,Lightning,2010-07-27
R20165,2010,Lightning,2010-07-27
C50003,2010,Person,2010-04-04
C50010,2010,Person,2010-04-11
C50014,2010,Person,2010-04-14
C50017,2010,Person,2010-04-15
G70203,2010,Lightning,2010-06-21
G70219,2010,Lightning,2010-07-07
G70268,2010,Lightning,2010-07-10
G70394,2010,Lightning,2010-07-29
G70496,2010,Person,2010-08-03
G70525,2010,Person,2010-08-07
G70528,2010,Lightning,2010-07-18
G70549,2010,Lightning,2010-08-10
K20262,2010,Lightning,2010-07-27
K20299,2010,Lightning,2010-07-31
K20479,2010,Person,2010-08-21
K20601,2010,Person,2011-03-17
VA1496,2009,Lightning,2009-08-06
VA1575,2009,Lightning,2009-08-20
VA1612,2009,Lightning,2009-08-20
C10022,2010,Person,2010-04-18
C10040,2010,Person,2010-04-30
C50030,2010,Person,2010-04-20
C50033,2010,Person,2010-04-23
C50054,2010,Person,2010-05-20
C50076,2010,Person,2010-06-20
G70570,2010,Lightning,2010-08-14
G70586,2010,Person,2010-08-19
G70640,2010,Person,2010-10-03
G70649,2010,Person,2010-09-16
G70661,2010,Person,2010-10-15
K30027,2010,Person,2010-04-22
K30161,2010,Person,2010-07-15
K40139,2010,Person,2010-07-11
K50037,2010,Person,2010-04-26
C10060,2010,Person,2010-06-01
C10069,2010,Person,2010-06-12
C10094,2010,Lightning,2010-07-08
C50096,2010,Lightning,2010-07-08
C50120,2010,Person,2010-07-14
C50183,2010,Lightning,2010-07-27
C50186,2010,Lightning,2010-07-27
C50234,2010,Lightning,2010-07-27
C50238,2010,Lightning,2010-07-27
C50247,2010,Lightning,2010-07-27
C50285,2010,Lightning,2010-07-31
G80006,2010,Person,2010-04-08
G80008,2010,Person,2010-04-08
G80040,2010,Person,2010-04-16
G80046,2010,Person,2010-04-17
K50144,2010,Person,2010-07-12
K50160,2010,Person,2010-07-15
K50223,2010,Person,2010-07-22
C10112,2010,Lightning,2010-07-08
C10191,2010,Lightning,2010-07-27
C10192,2010,Lightning,2010-07-27
C10199,2010,Lightning,2010-07-27
C10205,2010,Lightning,2010-07-27
C10209,2010,Lightning,2010-07-27
C10211,2010,Lightning,2010-07-27
C10212,2010,Lightning,2010-07-27
C10213,2010,Lightning,2010-07-27
C10218,2010,Lightning,2010-07-27
C10221,2010,Lightning,2010-07-27
C50286,2010,Lightning,2010-07-31
C50287,2010,Lightning,2010-07-31
C50297,2010,Lightning,2010-07-31
C50300,2010,Lightning,2010-07-31
G80051,2010,Person,2010-04-19
G80084,2010,Person,2010-05-12
G80090,2010,Person,2010-05-12
K50269,2010,Lightning,2010-07-28
K50271,2010,Lightning,2010-07-28
K50303,2010,Lightning,2010-07-31
K50333,2010,Person,2010-08-02
K50600,2010,Person,2011-03-17
C10225,2010,Lightning,2010-07-27
C10226,2010,Lightning,2010-07-27
C10245,2010,Lightning,2010-07-27
C10254,2010,Lightning,2010-07-27
C10258,2010,Lightning,2010-07-27
C50301,2010,Lightning,2010-07-31
C50322,2010,Lightning,2010-08-01
C50323,2010,Lightning,2010-08-02
C50327,2010,Lightning,2010-08-03
C50340,2010,Lightning,2010-08-03
C50345,2010,Lightning,2010-08-02
G80091,2010,Person,2010-05-12
G80094,2010,Person,2010-05-13
G80098,2010,Person,2010-05-13
G80099,2010,Person,2010-05-13
G80104,2010,Person,2010-05-15
G80129,2010,Lightning,2010-06-01
K60017,2010,Person,2010-04-16
K60129,2010,Person,2010-07-08
K60138,2010,Person,2010-07-11
K60174,2010,Lightning,2010-07-16
K60287,2010,Person,2010-07-30
K70116,2010,Person,2010-07-01
K70118,2010,Person,2010-07-04
K70219,2010,Lightning,2010-07-21
K70309,2010,Person,2010-07-31
C10264,2010,Lightning,2010-07-27
C10265,2010,Lightning,2010-07-27
C10273,2010,Lightning,2010-07-27
C10298,2010,Lightning,2010-07-27
C10299,2010,Lightning,2010-07-28
C10307,2010,Lightning,2010-08-01
G10031,2010,Person,2010-04-14
G10036,2010,Person,2010-04-16
G10049,2010,Person,2010-03-19
G10076,2010,Person,2010-05-07
G10080,2010,Lightning,2010-05-10
G80135,2010,Lightning,2010-06-10
G80146,2010,Lightning,2010-06-17
G80153,2010,Lightning,2010-06-17
G80158,2010,Lightning,2010-06-20
G80215,2010,Person,2010-07-08
G80227,2010,Lightning,2010-07-08
N10001,2010,Person,2010-04-03
N10011,2010,Person,2010-04-10
N10028,2010,Person,2010-05-16
C10310,2010,Lightning,2010-07-27
C10315,2010,Lightning,2010-08-01
G10122,2010,Person,2010-05-22
G10124,2010,Lightning,2010-05-18
G10174,2010,Lightning,2010-06-21
G10196,2010,Lightning,2010-06-26
G10202,2010,Person,2010-07-06
G80242,2010,Lightning,2010-07-09
G80280,2010,Lightning,2010-07-19
N10055,2010,Person,2010-06-28
N10056,2010,Lightning,2010-06-29
N10221,2010,Lightning,2010-07-19
N10246,2010,Lightning,2010-07-25
N10484,2010,Person,2010-08-18
N10548,2010,Person,2010-08-26
C10320,2010,Lightning,2010-08-01
C10325,2010,Person,2010-08-03
C10373,2010,Lightning,2010-07-28
C10383,2010,Lightning,2010-07-27
C10424,2010,Person,2010-11-05
C10425,2010,Person,2010-11-05
C20016,2010,Person,2010-04-14
G10251,2010,Person,2010-07-14
G10472,2010,Lightning,2010-08-01
G10473,2010,Lightning,2010-08-01
G10571,2010,Lightning,2010-08-13
G80282,2010,Lightning,2010-07-19
G80286,2010,Lightning,2010-07-17
G80635,2010,Person,2010-09-25
N20003,2010,Person,2010-04-14
N20005,2010,Person,2010-04-15
C20018,2010,Person,2010-04-16
C20026,2010,Person,2010-04-14
C20099,2010,Lightning,2010-07-08
C20158,2010,Lightning,2010-07-27
C20174,2010,Lightning,2010-07-27
C20175,2010,Lightning,2010-07-27
G10648,2010,Person,2010-10-07
G30027,2010,Person,2010-04-14
G30103,2010,Person,2010-05-08
G30229,2010,Lightning,2010-07-09
G80636,2010,Person,2010-09-28
G80643,2010,Lightning,2010-09-10
G80654,2010,Person,2010-10-10
G90065,2010,Person,2010-04-29
G90126,2010,Person,2010-06-01
N20019,2010,Person,2010-04-26
N20022,2010,Person,2010-05-07
N20272,2010,Lightning,2010-07-27
C20189,2010,Lightning,2010-07-27
C20200,2010,Lightning,2010-07-27
C20201,2010,Lightning,2010-07-27
C20210,2010,Person,2010-07-28
C20215,2010,Lightning,2010-07-27
C20223,2010,Lightning,2010-07-27
C20237,2010,Lightning,2010-07-28
C20242,2010,Lightning,2010-07-27
C20243,2010,Lightning,2010-07-28
G30342,2010,Lightning,2010-07-18
G40022,2010,Person,2010-04-13
G40026,2010,Person,2010-04-13
G40033,2010,Person,2010-04-15
G40044,2010,Person,2010-04-03
G40151,2010,Person,2010-06-18
G90136,2010,Lightning,2010-06-02
G90139,2010,Lightning,2010-06-11
N20534,2010,Person,2010-08-26
N20592,2010,Lightning,2010-09-04
N40181,2010,Lightning,2010-07-18
N40267,2010,Lightning,2010-07-12
C20249,2010,Lightning,2010-07-27
C20250,2010,Lightning,2010-07-28
C20253,2010,Lightning,2010-07-27
C20255,2010,Lightning,2010-07-27
C20260,2010,Lightning,2010-07-27
C20263,2010,Lightning,2010-07-27
G40211,2010,Person,2010-07-07
G40331,2010,Lightning,2010-07-27
G40336,2010,Lightning,2010-07-27
G40338,2010,Lightning,2010-07-27
G90142,2010,Person,2010-06-14
G90149,2010,Lightning,2010-06-17
G90162,2010,Lightning,2010-06-20
N40269,2010,Lightning,2010-07-18
N40274,2010,Lightning,2010-07-27
N40368,2010,Lightning,2010-08-01
N50017,2010,Person,2010-04-25
N50482,2010,Person,2010-08-18
N50538,2010,Person,2010-08-26
N50667,2010,Person,2010-10-14
C20266,2010,Lightning,2010-07-27
C20268,2010,Lightning,2010-07-27
C20269,2010,Lightning,2010-07-27
C20270,2010,Lightning,2010-07-27
G40353,2010,Lightning,2010-07-28
G40380,2010,Lightning,2010-07-27
G40402,2010,Lightning,2010-07-27
G40490,2010,Lightning,2010-08-03
G40491,2010,Lightning,2010-07-27
G40499,2010,Lightning,2010-08-01
G40548,2010,Lightning,2010-08-05
G90178,2010,Lightning,2010-06-22
G90182,2010,Lightning,2010-06-24
G90183,2010,Lightning,2010-06-24
G90184,2010,Lightning,2010-06-24
G90186,2010,Lightning,2010-06-24
N60378,2010,Lightning,2010-07-29
N70008,2010,Person,2010-04-19
N70161,2010,Lightning,2010-07-18
N70166,2010,Lightning,2010-07-18
N70214,2010,Lightning,2010-07-18
N70281,2010,Lightning,2010-07-18
N70379,2010,Lightning,2010-08-03
C20277,2010,Lightning,2010-07-27
C20288,2010,Lightning,2010-07-27
C20293,2010,Lightning,2010-07-27
C20313,2010,Lightning,2010-07-27
C20396,2010,Person,2010-09-28
C30117,2010,Lightning,2010-06-23
C30231,2010,Lightning,2010-07-27
G40559,2010,Person,2010-08-14
G50013,2010,Person,2010-04-11
G50015,2010,Person,2010-04-12
G50019,2010,Person,2010-04-12
G90210,2010,Lightning,2010-06-06
G90233,2010,Lightning,2010-07-09
N70532,2010,Lightning,2010-08-08
N70662,2010,Person,2010-10-06
N70669,2010,Person,2010-10-15
R10002,2010,Person,2010-04-04
C30319,2010,Lightning,2010-07-27
C30363,2010,Lightning,2010-07-28
C30378,2010,Lightning,2010-08-20
C40004,2010,Person,2010-04-05
C40006,2010,Person,2010-04-06
G50029,2010,Person,2010-04-14
G50083,2010,Person,2010-05-12
G50381,2010,Lightning,2010-07-28
G50561,2010,Lightning,2010-08-14
G60068,2010,Person,2010-03-18
G90272,2010,Lightning,2010-07-11
G90279,2010,Lightning,2010-07-11
G90297,2010,Lightning,2010-07-21
G90299,2010,Lightning,2010-07-21
G90365,2010,Lightning,2010-07-28
G90366,2010,Lightning,2010-07-28
G90409,2010,Lightning,2010-07-30
R10014,2010,Person,2010-04-16
R10016,2010,Person,2010-04-16
R10049,2010,Person,2010-06-19
R10069,2010,Person,2010-07-11
R10100,2010,Lightning,2010-07-28
C40007,2010,Person,2010-04-06
C40035,2010,Person,2010-04-26
C40043,2010,Person,2010-05-05
C40057,2010,Person,2010-05-25
C40074,2010,Lightning,2010-06-18
G60069,2010,Person,2010-03-18
G60081,2010,Person,2010-03-23
G60082,2010,Person,2010-03-23
G60106,2010,Person,2010-05-15
G60171,2010,Lightning,2010-06-17
G60209,2010,Lightning,2010-06-21
G90415,2010,Lightning,2010-07-30
G90417,2010,Lightning,2010-07-30
G90435,2010,Lightning,2010-07-08
K10026,2010,Person,2010-04-20
K10210,2010,Lightning,2010-07-18
K10274,2010,Lightning,2010-07-27
R10103,2010,Lightning,2010-07-28
R10112,2010,Lightning,2010-07-28
R10134,2010,Lightning,2010-07-29
R10146,2010,Lightning,2010-07-28
R10150,2010,Lightning,2010-07-27
R10221,2010,Lightning,2010-07-27
R10241,2010,Lightning,2010-08-02
R10243,2010,Lightning,2010-07-28
R10249,2010,Lightning,2010-07-31
R10258,2010,Lightning,2010-07-28
C40232,2010,Lightning,2010-07-27
C40328,2010,Lightning,2010-08-03
C40336,2010,Lightning,2010-08-02
C40365,2010,Lightning,2010-08-07
C40404,2010,Person,2010-10-13
C40410,2010,Person,2010-10-19
C40419,2010,Person,2010-11-01
G60254,2010,Person,2010-07-14
G60278,2010,Lightning,2010-07-18
G60288,2010,Lightning,2010-06-21
G60360,2010,Lightning,2010-07-28
G60413,2010,Lightning,2010-07-28
G70062,2014,Person,2014-05-16
G70075,2014,Person,2014-05-22
G70121,2014,Person,2014-06-20
G70137,2014,Person,2014-06-28
N10243,2013,Lightning,2013-07-29
N10608,2013,Lightning,2013-08-25
N10676,2013,Person,2013-09-04
V10298,2013,Person,2013-07-28
V10310,2013,Lightning,2013-07-28
V10530,2013,Person,2013-08-09
V10721,2013,Person,2013-10-17
V10751,2013,Person,2013-10-29
C50091,2014,Person,2014-07-16
C50125,2014,Lightning,2014-08-02
C50126,2014,Lightning,2014-08-03
C50135,2014,Lightning,2014-08-02
C50136,2014,Lightning,2014-08-03
G70182,2014,Lightning,2014-07-06
G70207,2014,Lightning,2014-07-02
G70221,2014,Lightning,2014-07-13
G70222,2014,Person,2014-07-13
G70238,2014,Lightning,2014-07-02
G70327,2014,Lightning,2014-07-22
G70363,2014,Lightning,2014-08-03
G70392,2014,Lightning,2014-08-05
G70413,2014,Person,2014-08-09
G70430,2014,Person,2014-08-12
N20028,2013,Person,2013-05-11
N20155,2013,Lightning,2013-07-13
N20213,2013,Lightning,2013-07-22
V30010,2013,Person,2013-04-23
V30170,2013,Lightning,2013-07-07
V30216,2013,Lightning,2013-07-07
V30471,2013,Lightning,2013-07-28
V30513,2013,Lightning,2013-08-02
V50084,2013,Person,2013-06-09
C50145,2014,Person,2014-08-11
C50146,2014,Lightning,2014-08-02
C50158,2014,Lightning,2014-08-15
C50161,2014,Person,2014-08-16
G70453,2014,Lightning,2014-07-24
G70459,2014,Lightning,2014-08-15
G70460,2014,Lightning,2014-08-15
G70462,2014,Lightning,2014-08-15
G70466,2014,Lightning,2014-08-15
G70476,2014,Lightning,2014-08-15
G70536,2014,Person,2014-07-29
N40217,2013,Lightning,2013-07-27
N40346,2013,Lightning,2013-08-04
N40384,2013,Lightning,2013-08-10
N40385,2013,Lightning,2013-08-08
N40396,2013,Lightning,2013-08-11
N40413,2013,Lightning,2013-08-11
V50171,2013,Lightning,2013-07-07
V50186,2013,Person,2013-07-09
V50287,2013,Person,2013-07-26
V50289,2013,Lightning,2013-07-26
V60328,2013,Person,2013-07-29
V60746,2013,Person,2013-10-28
V70083,2013,Person,2013-06-07
C50180,2014,Person,2014-09-08
C50183,2014,Person,2014-09-14
C50188,2014,Person,2014-09-21
C50192,2014,Person,2014-10-06
K10720,2013,Lightning,2013-08-10
K10721,2013,Lightning,2013-08-02
K10734,2013,Lightning,2013-08-11
K10859,2013,Lightning,2013-08-11
K20008,2013,Person,2013-04-03
K20015,2013,Person,2013-04-22
K20019,2013,Person,2013-04-24
K20026,2013,Person,2013-04-26
N40464,2013,Lightning,2013-08-06
N40490,2013,Lightning,2013-08-13
N40501,2013,Lightning,2013-08-14
N40503,2013,Lightning,2013-08-10
N40550,2013,Lightning,2013-08-18
N40713,2013,Person,2013-09-25
N50196,2013,Lightning,2013-07-17
V70193,2013,Person,2013-07-11
V70268,2013,Person,2013-07-21
V70516,2013,Person,2013-08-08
V70739,2013,Person,2013-10-27
V70745,2013,Person,2013-10-04
V80005,2013,Person,2013-04-16
V80161,2013,Lightning,2013-07-07
C50203,2014,Person,2014-10-17
C50204,2014,Person,2014-10-13
C50206,2014,Person,2014-10-18
K20028,2013,Person,2013-04-27
K20029,2013,Person,2013-04-27
K20033,2013,Person,2013-04-29
K20041,2013,Person,2013-04-21
K20048,2013,Person,2013-05-05
N50431,2013,Lightning,2013-08-09
N50439,2013,Lightning,2013-08-12
N50472,2013,Lightning,2013-08-12
N50483,2013,Lightning,2013-08-12
N50495,2013,Lightning,2013-08-10
N50563,2013,Lightning,2013-08-21
N50597,2013,Lightning,2013-08-12
V80452,2013,Lightning,2013-07-31
V80722,2013,Person,2013-10-05
