Date,temperature_2m_mean,temperature_2m_max,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_mean,relative_humidity_2m_min,dew_point_2m_mean,vpd_mean_kpa,vpd_max_kpa,Zone_Name
2017-01-22,-3.1600342,-0.10873413,0.26807326,1.0632992,85.137245,68.0316,-5.3022156,0.07190713,0.1937232,100 Mile House Fire Zone
2017-01-23,-3.783905,-0.9433594,0.32572332,1.6636746,88.78641,71.96407,-5.3628235,0.051773697,0.15983745,100 Mile House Fire Zone
2017-01-24,-6.709198,-2.4320374,0.09641135,1.5399876,88.19352,63.90059,-8.33606,0.043630898,0.18438879,100 Mile House Fire Zone
2017-01-25,-3.5540466,-0.2106018,0.40153092,0.9914928,84.00324,65.66597,-5.865448,0.075143516,0.2065197,100 Mile House Fire Zone
2017-01-26,-4.5002747,-0.6758423,0.016129438,1.6991329,82.84709,62.404205,-6.9739685,0.07503232,0.2185829,100 Mile House Fire Zone
2017-01-27,-3.2983093,-0.62176514,0.21569803,2.5176933,81.47681,66.88957,-6.015808,0.08869451,0.19326815,100 Mile House Fire Zone
2017-01-28,-1.2242126,1.7305908,0.015055779,3.2372887,71.55554,57.77942,-5.7084045,0.1588557,0.2922305,100 Mile House Fire Zone
2017-01-29,-1.5523987,2.810669,2.183673,4.139788,75.683174,55.243866,-5.2867737,0.13256127,0.3346167,100 Mile House Fire Zone
2017-01-30,-6.342285,-2.6530762,0.3931257,2.8317556,62.936962,47.674458,-12.247345,0.14088887,0.2629116,100 Mile House Fire Zone
2017-01-31,-12.271332,-7.3285522,0.062492896,2.0108092,73.662346,49.911373,-16.01001,0.062729135,0.17645155,100 Mile House Fire Zone
2017-02-01,-13.707397,-7.927185,0.00058639364,1.587059,75.6633,47.802902,-17.081055,0.05156502,0.17552307,100 Mile House Fire Zone
2017-02-02,-15.821259,-10.625549,0.006375147,1.0021062,75.96524,49.840477,-19.086838,0.04275234,0.1363551,100 Mile House Fire Zone
2017-02-03,-15.207245,-12.339966,3.0246797,0.5682322,83.05676,65.74929,-17.434875,0.031720027,0.0811239,100 Mile House Fire Zone
2017-02-04,-12.462952,-10.947388,5.142234,0.99400616,84.48744,74.83538,-14.536316,0.03637767,0.06667212,100 Mile House Fire Zone
2017-02-05,-14.144806,-12.487061,2.4343653,1.5488981,79.49286,69.484726,-16.917877,0.041917562,0.071419984,100 Mile House Fire Zone
2017-02-06,-17.501968,-14.948914,1.6890391,2.2186306,74.814735,60.4869,-20.895706,0.038888223,0.075576864,100 Mile House Fire Zone
2017-02-07,-20.21843,-14.778046,0.018025018,1.2587906,73.17603,46.278515,-23.78035,0.032799423,0.10421786,100 Mile House Fire Zone
2017-02-08,-18.81897,-13.319641,1.1408095,0.98427606,76.02896,48.123596,-21.98999,0.03307859,0.11346028,100 Mile House Fire Zone
2017-02-09,-12.082001,-9.453247,16.97559,1.1284429,88.120514,71.52019,-13.646149,0.028730214,0.08496772,100 Mile House Fire Zone
2017-02-10,-5.056885,-0.21392822,3.0253336,4.478106,83.44883,58.27942,-7.425354,0.06940907,0.25088906,100 Mile House Fire Zone
2017-02-11,-5.924011,-2.0204468,0.10390059,3.1366253,80.02993,59.728767,-8.812347,0.07838741,0.2120733,100 Mile House Fire Zone
2017-02-12,-2.99646,0.57247925,0.02948203,2.636047,75.509445,58.138443,-6.716614,0.11994392,0.26654166,100 Mile House Fire Zone
2017-02-13,-1.5449524,2.6438599,0.013689258,1.9210486,73.73249,54.490257,-5.623657,0.14327392,0.33623764,100 Mile House Fire Zone
2017-02-14,-1.1084595,2.1886902,0.6567887,3.0901055,71.37944,56.258232,-5.6293335,0.16120481,0.31285304,100 Mile House Fire Zone
2017-02-15,3.6244202,6.892578,6.9346414,3.8421493,75.98105,60.545975,-0.21643066,0.19023287,0.3923673,100 Mile House Fire Zone
2017-02-16,3.1785889,6.171814,2.2198386,4.2125015,75.916824,61.601204,-0.6600952,0.18482023,0.36336434,100 Mile House Fire Zone
2017-02-17,-0.63827515,3.2813416,0.9154667,2.3156493,80.05291,60.43023,-3.6521606,0.11629215,0.30588654,100 Mile House Fire Zone
2017-02-18,-2.7085266,0.24523926,2.0062277,0.5475413,91.05908,73.34021,-3.9648438,0.04473889,0.16576737,100 Mile House Fire Zone
2017-02-19,-1.2598572,1.0592651,1.778012,1.7245462,90.21728,76.240906,-2.6566772,0.054491162,0.1566968,100 Mile House Fire Zone
2017-02-20,-1.223999,2.0862122,0.8929701,2.348153,83.22068,65.51513,-3.705597,0.093710065,0.244845,100 Mile House Fire Zone
2017-02-21,-4.5527954,0.44451904,0.52238035,2.1794896,79.40507,54.922234,-7.5759277,0.08973166,0.28437078,100 Mile House Fire Zone
2017-02-22,-6.67276,-1.6298828,0.41468975,1.7246721,72.89033,49.918377,-10.726318,0.100465596,0.2714601,100 Mile House Fire Zone
2017-02-23,-7.539215,-2.258545,0.2634826,1.6734354,74.57885,50.045967,-11.27655,0.08810195,0.2584631,100 Mile House Fire Zone
2017-02-24,-7.929016,-3.8667297,0.88192815,1.9200606,79.81605,58.57299,-10.802704,0.06786284,0.19008318,100 Mile House Fire Zone
2017-02-25,-9.798065,-4.428253,1.2083805,2.607073,80.618095,53.325844,-12.502533,0.056269586,0.20528236,100 Mile House Fire Zone
2017-02-26,-8.281158,-4.371765,0.7393662,1.5955558,71.192345,52.799595,-12.572845,0.09423293,0.20848475,100 Mile House Fire Zone
2017-02-27,-12.047607,-6.392029,0.14495462,1.2324421,70.689445,45.381878,-16.289032,0.07108401,0.20682943,100 Mile House Fire Zone
2017-02-28,-10.308105,-4.204315,1.3000215,3.505617,68.25671,42.644276,-15.038849,0.08850151,0.2565633,100 Mile House Fire Zone
2017-03-01,-5.0399475,-0.23440552,2.0085459,2.9885783,71.56119,50.11582,-9.384003,0.11941472,0.29953372,100 Mile House Fire Zone
2017-03-02,-1.8467712,3.176941,1.23139,3.5380561,75.77518,52.74156,-5.556122,0.12922055,0.3626306,100 Mile House Fire Zone
2017-03-03,-0.7480774,1.7836304,6.182895,3.8472466,81.84599,68.17088,-3.462799,0.10499111,0.2211453,100 Mile House Fire Zone
2017-03-04,-5.5880127,-2.3611755,2.014965,2.8480396,73.582886,57.77459,-9.558258,0.1063914,0.21681732,100 Mile House Fire Zone
2017-03-05,-9.158173,-5.0473633,1.0596203,1.3980635,83.318535,60.72262,-11.465668,0.05093944,0.16483304,100 Mile House Fire Zone
2017-03-06,-7.328827,-2.4434814,1.6573807,2.7053838,75.407715,52.13854,-10.933868,0.08663154,0.24425936,100 Mile House Fire Zone
2017-03-07,-6.608612,-2.2445068,1.8987036,3.535131,74.34577,53.536736,-10.414856,0.09554282,0.24065226,100 Mile House Fire Zone
2017-03-08,-6.8334656,-2.992859,1.9477062,2.5017087,71.811325,53.72589,-11.069061,0.103177875,0.22669113,100 Mile House Fire Zone
2017-03-09,-9.008087,-4.5249023,3.2134483,1.2034183,80.1019,56.78457,-11.811005,0.06148377,0.18868642,100 Mile House Fire Zone
2017-03-10,-6.6293335,-3.1945496,4.164923,1.3646913,82.13192,63.360744,-9.170044,0.06643912,0.17680672,100 Mile House Fire Zone
2017-03-11,-4.392395,-0.17871094,2.7182052,1.9998903,89.082756,65.24443,-5.919586,0.048146516,0.20954183,100 Mile House Fire Zone
2017-03-12,-0.8607178,2.3345337,1.2504812,3.2685945,83.68107,66.46565,-3.2757263,0.09360245,0.24235776,100 Mile House Fire Zone
2017-03-13,2.46109,6.773773,1.3371397,3.0595849,78.597946,58.15576,-0.8812256,0.15607846,0.41275215,100 Mile House Fire Zone
2017-03-14,3.5537415,8.654053,2.914466,4.133608,80.39874,56.542564,0.49505615,0.15447122,0.48737675,100 Mile House Fire Zone
2017-03-15,2.2623596,6.051819,1.8740355,2.3922892,73.17567,56.103886,-2.0476685,0.19286722,0.41195166,100 Mile House Fire Zone
2017-03-16,0.3241577,3.4925232,2.4908812,3.9213495,64.907036,51.76666,-5.508545,0.2194576,0.37847084,100 Mile House Fire Zone
2017-03-17,-0.6038513,3.0525208,1.0561345,3.906694,68.31418,52.541214,-5.721924,0.18519515,0.36096945,100 Mile House Fire Zone
2017-03-18,-0.05328369,4.2601013,8.936791,4.8398147,76.51597,56.261944,-3.6875305,0.14288521,0.36226934,100 Mile House Fire Zone
2017-03-19,-3.3372498,2.3862305,0.12057227,4.140206,55.353367,36.488235,-11.016235,0.21315905,0.46070525,100 Mile House Fire Zone
2017-03-20,-3.1922913,2.8093567,0.027486337,0.9340535,56.718002,36.67537,-10.573578,0.20889723,0.4733989,100 Mile House Fire Zone
2017-03-21,0.7512207,4.5107117,2.044669,2.5829437,75.59086,57.887047,-3.0705872,0.15744185,0.35499638,100 Mile House Fire Zone
2017-03-22,3.030304,7.0706787,1.532693,4.3928237,75.8904,57.28714,-0.80856323,0.1830877,0.4300037,100 Mile House Fire Zone
2017-03-23,1.1878357,5.0722046,0.5966974,3.3914912,65.152466,49.50832,-4.6357727,0.23196778,0.44266933,100 Mile House Fire Zone
2017-03-24,2.4160767,6.04599,2.6114123,3.7452135,71.372055,55.345028,-2.2376099,0.20810556,0.41890424,100 Mile House Fire Zone
2017-03-25,1.7189636,5.3090515,1.0542517,3.6576731,62.190903,48.289513,-4.747986,0.26147813,0.4609005,100 Mile House Fire Zone
2017-03-26,-0.63571167,2.8925781,0.840319,3.8710103,73.38622,56.95233,-4.807312,0.15518826,0.32372215,100 Mile House Fire Zone
2017-03-27,2.45813,7.709717,1.0598639,3.27339,68.74958,47.70502,-2.703003,0.22785139,0.550009,100 Mile House Fire Zone
2017-03-28,3.0229492,7.45343,3.9589536,4.484584,69.24183,50.89177,-2.065033,0.233455,0.50752515,100 Mile House Fire Zone
2017-03-29,1.5828247,4.4816895,7.9728246,2.4908066,86.574875,70.52229,-0.41461182,0.09194195,0.24798101,100 Mile House Fire Zone
2017-03-30,2.057373,6.339569,3.1812696,3.3954117,72.50564,53.707832,-2.3699646,0.19480968,0.44316506,100 Mile House Fire Zone
2017-03-31,1.8611755,6.366913,0.7683201,2.6741328,71.08246,51.823853,-2.826477,0.20203573,0.4620722,100 Mile House Fire Zone
2017-04-01,3.2644348,7.289398,6.2440157,3.1815774,75.54306,57.11531,-0.6446228,0.18883348,0.4382568,100 Mile House Fire Zone
2017-04-02,-0.30755615,3.1568909,1.4085596,2.6196442,67.923645,52.987362,-5.51355,0.19158018,0.3602322,100 Mile House Fire Zone
2017-04-03,-0.24865723,5.822754,0.016298324,2.141118,52.905197,34.400486,-8.704895,0.28249097,0.60594034,100 Mile House Fire Zone
2017-04-04,0.4460144,5.882477,0.6711616,4.531336,60.257965,41.034378,-6.3683167,0.25073776,0.54692286,100 Mile House Fire Zone
2017-04-05,4.265259,8.694763,1.6589168,4.3819585,71.18444,52.48329,-0.4942932,0.2387572,0.5343733,100 Mile House Fire Zone
2017-04-06,3.2167358,6.8279114,3.2878866,3.40974,80.77354,62.81879,0.23059082,0.14794797,0.3681242,100 Mile House Fire Zone
2017-04-07,1.9101868,6.679718,5.9802146,2.9837563,87.3359,62.53693,0.028076172,0.08879042,0.36715204,100 Mile House Fire Zone
2017-04-08,2.6684265,6.657837,1.4519913,3.343929,70.31282,53.219162,-2.1973877,0.21972036,0.4577794,100 Mile House Fire Zone
2017-04-09,2.003479,7.277649,0.8289268,2.4574718,65.086174,45.032803,-3.872223,0.24642777,0.5612811,100 Mile House Fire Zone
2017-04-10,1.100647,6.225525,1.4938456,2.5154054,69.4088,48.389305,-3.8768005,0.20235911,0.4902039,100 Mile House Fire Zone
2017-04-11,1.5278015,6.415222,0.5758934,1.6740148,64.70659,45.91099,-4.4031677,0.24075347,0.52051675,100 Mile House Fire Zone
2017-04-12,1.1658325,4.1795654,2.396866,2.142893,76.85581,62.059845,-2.4448242,0.1538186,0.312474,100 Mile House Fire Zone
2017-04-13,1.664093,5.529541,8.586162,2.8718596,85.06149,64.790306,-0.5769348,0.102905035,0.3186779,100 Mile House Fire Zone
2017-04-14,1.9284973,5.7724,2.1445181,2.7987423,72.23643,55.135822,-2.544464,0.19491106,0.41296422,100 Mile House Fire Zone
2017-04-15,2.0425415,6.7352905,1.391676,2.495493,66.28752,47.733097,-3.590454,0.23861444,0.51419824,100 Mile House Fire Zone
