Date,Zone_Name,temperature_2m_mean,temperature_2m_max,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_mean,relative_humidity_2m_min,dew_point_2m_mean,vpd_mean_kpa,vpd_max_kpa
2012-01-01,100 Mile House Fire Zone,-6.578308,-3.1512146,0.038895287,3.1406076,70.057205,54.082645,-11.133881,0.11177501,0.22229823
2012-01-02,100 Mile House Fire Zone,-2.3987122,0.6836853,0.15907632,2.8702297,71.68109,57.231243,-6.8170166,0.145006,0.27451915
2012-01-03,100 Mile House Fire Zone,-0.10122681,2.46344,2.8962889,3.564256,76.25357,63.425552,-3.7799683,0.14397815,0.2667706
2012-01-04,100 Mile House Fire Zone,2.894165,4.674011,10.068332,4.5906672,82.25723,72.581085,0.16687012,0.13344216,0.23378992
2012-01-05,100 Mile House Fire Zone,-1.4273987,1.3708496,1.9277306,3.5323982,79.94122,65.255585,-4.4403687,0.11036086,0.23434907
2012-01-06,100 Mile House Fire Zone,-4.028717,-1.5532532,0.4338709,1.6977986,81.028404,67.42944,-6.801697,0.08599427,0.17754468
2012-01-07,100 Mile House Fire Zone,-4.1611633,-2.3052979,2.5314856,2.6224842,82.47371,71.825424,-6.700775,0.07865405,0.14527094
2012-01-08,100 Mile House Fire Zone,-0.73135376,1.933075,0.33763325,3.0682917,82.0524,67.69976,-3.4126892,0.1039246,0.22683457
2012-01-09,100 Mile House Fire Zone,1.7810364,4.8539124,2.1852067,4.470692,72.8348,58.63343,-2.5752869,0.1887058,0.3571819
2012-01-10,100 Mile House Fire Zone,-7.2761536,-2.5776367,0.086539336,3.4919186,56.768383,39.804,-14.401123,0.15291527,0.30415955
2012-01-11,100 Mile House Fire Zone,-10.75235,-6.9509277,0.0058353143,1.1058766,61.010075,45.336445,-16.814178,0.10492419,0.19827673
2012-01-12,100 Mile House Fire Zone,-8.760437,-5.381134,0.061482467,1.7644593,61.907494,47.734665,-14.747772,0.12001526,0.21383888
2012-01-13,100 Mile House Fire Zone,-8.907684,-5.225647,0.2287734,1.7638563,73.104706,55.07114,-12.849274,0.08376305,0.1860116
2012-01-14,100 Mile House Fire Zone,-6.6042786,-4.156616,5.4301124,3.0377798,78.848366,65.48963,-9.665436,0.07880029,0.15492785
2012-01-15,100 Mile House Fire Zone,-13.506348,-7.357544,1.5859284,2.7234108,72.958244,44.835712,-17.319733,0.058247805,0.19389589
2012-01-16,100 Mile House Fire Zone,-20.944641,-18.407547,0.9026326,1.3066987,67.78701,54.51815,-25.333282,0.03697042,0.065014414
2012-01-17,100 Mile House Fire Zone,-26.762268,-23.812607,0.859516,1.7989188,64.993866,49.78971,-31.367203,0.023804296,0.044679087
2012-01-18,100 Mile House Fire Zone,-29.291412,-25.723526,0.15547757,1.1082377,64.868576,46.681282,-33.81012,0.01885473,0.039892785
2012-01-19,100 Mile House Fire Zone,-25.80658,-21.602615,0.04432052,0.5873263,61.4249,42.243744,-31.046066,0.028642986,0.062564544
2012-01-20,100 Mile House Fire Zone,-16.922882,-10.832733,3.1056004,1.8513062,76.75981,46.704056,-20.036362,0.037686795,0.14250457
2012-01-21,100 Mile House Fire Zone,-7.137787,-3.5507507,5.1386576,2.7788737,82.617226,62.944023,-9.592712,0.06214699,0.17411053
2012-01-22,100 Mile House Fire Zone,-6.535614,-2.8354492,1.5589981,3.6776674,79.73131,60.319794,-9.456787,0.075911105,0.19668445
2012-01-23,100 Mile House Fire Zone,-4.13031,-0.76834106,0.81115013,3.7103302,71.41493,55.684345,-8.5336,0.12858206,0.25591314
2012-01-24,100 Mile House Fire Zone,-2.176178,-0.39587402,4.3726807,4.158193,71.883736,63.09018,-6.565735,0.14636534,0.21903211
2012-01-25,100 Mile House Fire Zone,-2.3797913,0.46362305,1.8390694,4.3073626,65.81087,53.46039,-7.906769,0.17531049,0.29399967
2012-01-26,100 Mile House Fire Zone,-4.979065,-1.6677551,2.5027804,5.022051,61.736095,48.23187,-11.193481,0.16141498,0.27981836
2012-01-27,100 Mile House Fire Zone,-6.2102356,-2.2303162,0.35488904,3.66054,62.26244,46.174484,-12.255859,0.14491488,0.27907795
2012-01-28,100 Mile House Fire Zone,-4.507141,-2.540619,5.339438,2.7843676,83.54457,72.135086,-6.871582,0.07194397,0.14118457
2012-01-29,100 Mile House Fire Zone,-0.27236938,3.5422668,1.4953338,3.1061687,84.842804,64.575485,-2.5130005,0.090761006,0.27894306
2012-01-30,100 Mile House Fire Zone,-0.79818726,2.5924988,1.7425392,2.8735402,81.12591,63.555084,-3.6300964,0.10875568,0.2682815
2012-01-31,100 Mile House Fire Zone,-0.9248352,1.9578247,1.1440395,2.7892303,74.83415,60.77056,-4.8280334,0.14366972,0.2759848
2012-02-01,100 Mile House Fire Zone,-2.550476,0.47631836,2.1860394,3.4685986,77.0708,61.764614,-6.0162354,0.11609137,0.24176264
2012-02-02,100 Mile House Fire Zone,-4.031616,-0.08291626,0.0024241877,1.7684425,76.6867,57.308163,-7.5198364,0.10565123,0.2591924
2012-02-03,100 Mile House Fire Zone,-4.046631,0.6323242,0.0,2.0820887,76.7257,54.38422,-7.527832,0.10535526,0.29170692
2012-02-04,100 Mile House Fire Zone,-4.559387,1.4217529,1.0411517e-05,1.6018168,74.20987,47.81931,-8.4548645,0.112311035,0.35324672
2012-02-05,100 Mile House Fire Zone,-5.631256,-0.28677368,3.7155954e-05,1.2942163,76.25086,51.25385,-9.146088,0.09533122,0.2915845
2012-02-06,100 Mile House Fire Zone,-5.858917,-0.48336792,0.0,0.9327405,75.176575,50.379528,-9.547791,0.09792465,0.29258436
2012-02-07,100 Mile House Fire Zone,-5.629486,-0.22479248,0.0,2.1368697,70.90632,47.453568,-10.068787,0.11680052,0.3157407
2012-02-08,100 Mile House Fire Zone,-5.564087,-0.8724365,0.30368057,1.8427368,70.80796,49.924496,-10.023407,0.11778194,0.28697747
2012-02-09,100 Mile House Fire Zone,-3.287384,0.22131348,0.196563,1.8369286,82.302864,63.605804,-5.8727417,0.08480844,0.22590178
2012-02-10,100 Mile House Fire Zone,-0.3465271,3.2359314,0.3437863,1.5885602,81.743576,63.23378,-3.0870361,0.10872921,0.28330168
2012-02-11,100 Mile House Fire Zone,0.49545288,3.6651611,0.0807872,1.2642425,81.83516,65.28215,-2.2488403,0.115015864,0.27576137
2012-02-12,100 Mile House Fire Zone,0.6141968,3.4354553,1.2888184,1.9450817,81.70718,66.81365,-2.1539612,0.11682677,0.25935358
2012-02-13,100 Mile House Fire Zone,-2.9976807,0.29873657,0.6085325,2.8224285,61.882336,48.593704,-9.284424,0.18666652,0.32088217
2012-02-14,100 Mile House Fire Zone,-7.0952454,-0.49612427,0.00043849507,1.8175346,52.55773,32.070984,-15.169037,0.17017485,0.40016645
2012-02-15,100 Mile House Fire Zone,-6.2099,1.0105591,4.8227786e-05,1.6200843,55.56774,32.54026,-13.661346,0.17062742,0.443352
2012-02-16,100 Mile House Fire Zone,-4.184326,-1.1683655,4.748294,1.7842121,79.0964,63.246937,-7.2673035,0.09364694,0.20610178
2012-02-17,100 Mile House Fire Zone,-3.6021118,-0.5336914,1.1625586,2.6504366,81.50032,64.99067,-6.3089905,0.086587965,0.20567268
2012-02-18,100 Mile House Fire Zone,-2.0679932,1.3496094,1.7833375,2.9998176,79.99705,62.389828,-5.0558777,0.10496783,0.25329104
2012-02-19,100 Mile House Fire Zone,-3.7183228,-0.94918823,1.4272089,2.127563,81.684586,66.56182,-6.3930664,0.084980875,0.19055507
2012-02-20,100 Mile House Fire Zone,-3.1304626,-0.6975708,2.5354555,2.5216088,78.99313,66.03029,-6.2576294,0.10185775,0.19718689
2012-02-21,100 Mile House Fire Zone,-1.8070068,0.72372437,4.911462,2.4188902,85.72901,71.29595,-3.8808594,0.07634866,0.18477666
2012-02-22,100 Mile House Fire Zone,-2.0452576,1.3519897,3.0645711,4.096609,71.88826,56.15029,-6.4387207,0.1477682,0.29536265
2012-02-23,100 Mile House Fire Zone,-4.276123,-0.1960144,0.18051048,3.0439277,60.55835,44.798737,-10.769653,0.17547688,0.33238968
2012-02-24,100 Mile House Fire Zone,-4.106659,-1.3828125,5.290317,2.910709,79.19315,64.70346,-7.1757507,0.09376088,0.19483587
2012-02-25,100 Mile House Fire Zone,-5.066345,-2.9185486,4.013088,2.7687933,80.1066,68.19375,-7.963135,0.08336511,0.15668133
2012-02-26,100 Mile House Fire Zone,-12.197601,-8.199371,0.4786629,2.8582122,67.599144,49.28742,-16.96817,0.07763174,0.16694939
2012-02-27,100 Mile House Fire Zone,-13.337585,-5.890808,0.025843201,1.9025084,64.539734,35.934532,-18.60756,0.07744248,0.25211257
2012-02-28,100 Mile House Fire Zone,-7.286194,-1.7105408,0.12135921,3.0124366,59.85645,39.336697,-13.76236,0.14188203,0.32686472
2012-02-29,100 Mile House Fire Zone,-5.4322815,-1.6133728,1.5907211,2.1858532,69.2945,52.101715,-10.170349,0.12514004,0.25994208
2012-03-01,100 Mile House Fire Zone,-5.035431,-1.4306335,1.5011231,2.882886,70.937096,54.231728,-9.491241,0.12207717,0.2517513
2012-03-02,100 Mile House Fire Zone,-3.5172424,0.25354004,2.351826,2.449106,72.94833,55.28888,-7.668518,0.12742427,0.27817595
2012-03-03,100 Mile House Fire Zone,-0.17230225,4.1326904,4.120337,2.5693593,78.87521,58.0135,-3.396576,0.12742114,0.34466207
2012-03-04,100 Mile House Fire Zone,0.98861694,5.270508,5.3391337,4.082575,79.53013,58.758747,-2.1543884,0.13431716,0.36660182
2012-03-05,100 Mile House Fire Zone,-5.1610413,-1.5761414,7.966457,3.3523405,75.22297,57.576202,-8.863586,0.10308567,0.23086542
2012-03-06,100 Mile House Fire Zone,-8.562988,-3.1088257,0.11664757,3.360158,58.727753,38.769184,-15.20108,0.13206191,0.2973754
2012-03-07,100 Mile House Fire Zone,-3.608307,2.625946,0.42043102,1.9128428,63.404285,40.26659,-9.554718,0.17120707,0.4407633
2012-03-08,100 Mile House Fire Zone,-1.2310486,2.7973022,0.043951746,2.645653,66.45686,49.71343,-6.6829834,0.18723646,0.37560767
2012-03-09,100 Mile House Fire Zone,3.0922852,8.008728,1.3337274,5.0383606,61.656483,43.849068,-3.5620728,0.2924628,0.6027279
2012-03-10,100 Mile House Fire Zone,1.8019104,5.9079895,1.4219649,4.12076,65.98481,49.445057,-3.8812866,0.23664382,0.46974105
2012-03-11,100 Mile House Fire Zone,-0.5140991,2.8086548,1.2585248,4.614053,55.55209,43.755028,-8.325989,0.26149663,0.42045218
2012-03-12,100 Mile House Fire Zone,-1.8933105,0.8711853,7.4972134,6.3323293,63.541637,51.954323,-7.8962097,0.19380885,0.31259924
2012-03-13,100 Mile House Fire Zone,-3.2140503,-0.52319336,1.6173602,4.088333,53.896587,44.20719,-11.23584,0.22215283,0.32802302
2012-03-14,100 Mile House Fire Zone,-3.8295288,-0.38760376,1.2269393,4.8309836,62.91666,48.803654,-9.863129,0.17062938,0.3039955
2012-03-15,100 Mile House Fire Zone,1.0875244,5.975525,5.0490317,4.869052,69.313126,49.11719,-3.9078064,0.20279998,0.4750043
2012-03-16,100 Mile House Fire Zone,-0.34854126,4.099121,1.9367225,3.0740879,65.7349,47.84586,-5.9832764,0.20404154,0.4271176
2012-03-17,100 Mile House Fire Zone,-2.7972717,1.1872864,3.2102127,1.9130228,71.99813,53.825157,-7.1437683,0.1391935,0.3073575
2012-03-18,100 Mile House Fire Zone,-3.0339966,1.1802063,0.36850137,2.609022,61.216103,44.989677,-9.456818,0.18941483,0.36598313
2012-03-19,100 Mile House Fire Zone,-2.9508057,0.31600952,0.7265238,3.1363144,52.66356,41.447075,-11.280487,0.23262432,0.3659505
2012-03-20,100 Mile House Fire Zone,-1.5207825,1.8366394,2.7759585,4.794631,53.612812,42.03977,-9.721436,0.2534663,0.40423456
2012-03-21,100 Mile House Fire Zone,-2.7790527,1.3661804,0.32866135,3.138042,46.477993,34.349712,-12.678772,0.26641208,0.44265866
2012-03-22,100 Mile House Fire Zone,-2.8446655,2.6962585,0.31839305,2.625378,46.155773,30.873632,-12.825195,0.2667085,0.5126313
2012-03-23,100 Mile House Fire Zone,-1.491394,4.295349,0.1341274,0.80142266,49.8423,32.915955,-10.61731,0.2746632,0.5570142
2012-03-24,100 Mile House Fire Zone,-1.4703064,6.247223,0.0,2.365173,48.17811,27.825203,-11.02533,0.28421766,0.6865524
2012-03-25,100 Mile House Fire Zone,0.81555176,8.504242,0.0,1.6424147,54.347187,31.768318,-7.365509,0.29583883,0.7574893
2012-03-26,100 Mile House Fire Zone,2.8309937,9.952881,0.10107811,1.8355248,54.603664,33.436913,-5.421509,0.33989382,0.81479263
2012-03-27,100 Mile House Fire Zone,3.1877136,7.3995056,0.5984027,4.2249894,64.43381,48.08959,-2.8799438,0.27312028,0.5345092
2012-03-28,100 Mile House Fire Zone,3.6915283,7.780182,1.8749108,4.0049357,59.935806,45.162415,-3.3749695,0.31881967,0.5795311
2012-03-29,100 Mile House Fire Zone,2.855713,6.058655,4.174364,5.011758,62.143345,49.67249,-3.6808777,0.2839407,0.47253177
2012-03-30,100 Mile House Fire Zone,0.9337158,4.3339233,3.0338695,3.7419407,61.21099,48.08616,-5.7013855,0.25351506,0.4322214
2012-03-31,100 Mile House Fire Zone,-0.6027527,2.4877014,1.774213,1.9053596,62.131416,49.742245,-6.9616394,0.22134951,0.3672099
2012-04-01,100 Mile House Fire Zone,0.18157959,4.108185,2.466443,3.2815542,67.7498,51.213882,-5.079071,0.19960254,0.39978978
2012-04-02,100 Mile House Fire Zone,1.7403259,7.057434,0.67108023,6.4393387,56.831585,39.175293,-5.916565,0.2989996,0.61178493
2012-04-03,100 Mile House Fire Zone,2.5940857,7.3589783,4.7310266,5.8976727,61.96674,44.467125,-3.9667664,0.2800054,0.57022476
2012-04-04,100 Mile House Fire Zone,-0.89834595,3.0648804,0.41696736,2.2771983,61.643738,46.362415,-7.3441772,0.21939853,0.40832293
2012-04-05,100 Mile House Fire Zone,-0.34332275,3.9312134,1.2362655,2.3222678,61.542084,45.342236,-6.8398438,0.22909617,0.44236287
2012-04-06,100 Mile House Fire Zone,-1.0871582,4.379303,0.5642288,1.5177661,61.629963,41.678818,-7.5259705,0.21645701,0.48711607
2012-04-07,100 Mile House Fire Zone,0.41970825,6.698639,0.32018718,1.2426398,51.180847,32.884502,-8.508606,0.30741954,0.6586142
2012-04-08,100 Mile House Fire Zone,2.6072998,9.317139,0.00543807,0.7975018,43.27087,27.216637,-8.652313,0.41803983,0.8536689
2012-04-09,100 Mile House Fire Zone,5.127136,12.726898,0.0012124025,1.338224,41.31776,24.739704,-6.961731,0.51645225,1.1072465
2012-04-10,100 Mile House Fire Zone,7.5614014,14.789825,0.06961534,2.4025357,43.46048,26.91364,-4.08786,0.5886564,1.2296103
2012-04-11,100 Mile House Fire Zone,6.376648,11.446838,1.3355339,1.7672495,59.873413,42.523785,-0.85650635,0.3851251,0.77720326
2012-04-12,100 Mile House Fire Zone,5.254242,8.612274,5.591821,2.5073805,77.21731,61.338852,1.5881348,0.2022906,0.4323606
2012-04-13,100 Mile House Fire Zone,2.7509766,5.844208,8.158575,2.5817623,83.35194,67.1194,0.20932007,0.12394118,0.304169
2012-04-14,100 Mile House Fire Zone,2.0620728,5.3743286,2.4715514,2.7036436,70.222244,55.62528,-2.7973633,0.21105942,0.39731732
2012-04-15,100 Mile House Fire Zone,2.7368774,7.874359,0.18992597,1.823087,56.66503,39.658417,-5.0203247,0.32229593,0.6418074
2012-04-16,100 Mile House Fire Zone,2.466278,6.306793,3.347862,2.8727198,74.66375,57.06872,-1.5771484,0.18483764,0.41006148
2012-04-17,100 Mile House Fire Zone,2.9439087,7.4073486,1.0497924,3.2148838,61.745995,45.271507,-3.683136,0.28872406,0.56382895
2012-04-18,100 Mile House Fire Zone,3.630188,8.60083,1.5304871,2.80236,61.209137,43.435402,-3.1507568,0.30735332,0.63209045
2012-04-19,100 Mile House Fire Zone,3.906952,8.91922,1.6548398,4.450114,59.298237,41.993282,-3.315277,0.32885006,0.66232675
2012-04-20,100 Mile House Fire Zone,5.2588196,11.238861,0.89586186,4.0671244,47.72532,31.808779,-4.9498596,0.46430212,0.9094683
2012-04-21,100 Mile House Fire Zone,5.3289185,12.309387,0.022670008,2.5465605,42.055347,26.245922,-6.54834,0.517181,1.0557418
2012-04-22,100 Mile House Fire Zone,8.4331665,14.798004,0.7356816,3.286128,54.06407,35.505226,-0.32974243,0.5075147,1.0856373
2012-04-23,100 Mile House Fire Zone,9.300201,15.385193,2.473436,3.7929447,66.46946,44.568707,3.3715515,0.3928278,0.9689944
2012-04-24,100 Mile House Fire Zone,7.907501,12.814667,2.9335234,3.2338316,68.87203,49.64329,2.5422668,0.33183318,0.7451329
2012-04-25,100 Mile House Fire Zone,9.488892,14.435944,2.9353237,5.211331,64.582924,46.620216,3.1434326,0.42023546,0.87777454
2012-04-26,100 Mile House Fire Zone,5.953583,8.7282715,15.161468,2.8218753,83.62929,69.18586,3.3927002,0.15259284,0.34732318
2012-04-27,100 Mile House Fire Zone,4.5519714,9.756195,0.75347316,3.0945141,52.133804,36.512142,-4.431305,0.40466234,0.7669615
2012-04-28,100 Mile House Fire Zone,6.404175,13.233337,0.63365877,3.2708256,54.290623,34.35471,-2.1636963,0.43954152,0.99832433
2012-04-29,100 Mile House Fire Zone,6.73114,12.436615,0.6778194,2.117821,58.54842,39.91884,-0.8291626,0.40768135,0.86724645
2012-04-30,100 Mile House Fire Zone,6.235138,10.871979,4.9806685,3.5626376,63.88198,46.675865,-0.10031128,0.34328067,0.694059
2012-05-01,100 Mile House Fire Zone,4.6355896,8.346313,5.598746,2.2518463,69.5639,53.890373,-0.4548645,0.2588191,0.5064386
2012-05-02,100 Mile House Fire Zone,3.7242737,9.104828,2.2158499,2.1927888,66.4778,45.898933,-1.9465027,0.26737738,0.62552536
2012-05-03,100 Mile House Fire Zone,4.190857,7.3594666,2.8383799,2.4222953,69.128525,55.518566,-0.96743774,0.25445843,0.45676112
2012-05-04,100 Mile House Fire Zone,4.623169,9.104462,3.7629952,2.4523504,70.70297,51.992054,-0.24346924,0.24891627,0.5550619
2012-05-05,100 Mile House Fire Zone,3.9980774,8.670807,0.6217207,2.8926136,55.145924,39.968422,-4.2001038,0.36473137,0.67402095
2012-05-06,100 Mile House Fire Zone,6.870514,14.087677,1.2385144e-05,2.3384347,46.95674,29.023954,-3.6856995,0.5267118,1.1410984
2012-05-07,100 Mile House Fire Zone,9.8532715,16.284882,0.0020800421,2.6341574,48.020077,31.548515,-0.6442261,0.6320452,1.2674735
2012-05-08,100 Mile House Fire Zone,10.35144,15.30368,0.22708693,4.615552,39.967518,28.904924,-2.6877747,0.7547179,1.2363255
2012-05-09,100 Mile House Fire Zone,3.5196838,6.831787,1.817128,3.983796,42.134468,33.46761,-8.165039,0.4549238,0.65890026
2012-05-10,100 Mile House Fire Zone,3.1657715,9.176117,0.31366476,3.9276311,34.2199,22.605688,-11.128296,0.5043544,0.8991605
2012-05-11,100 Mile House Fire Zone,5.792877,13.683472,1.8274748e-05,2.2513545,37.6369,22.173061,-7.573303,0.5748536,1.2188187
2012-05-12,100 Mile House Fire Zone,10.191864,20.002838,0.0,2.3730955,34.942944,18.593218,-4.627533,0.80920565,1.9038541
2012-05-13,100 Mile House Fire Zone,12.517334,21.631195,6.049155e-06,2.3363042,31.428736,17.64652,-3.9898071,0.99505967,2.1289017
2012-05-14,100 Mile House Fire Zone,13.217834,21.92102,0.0,2.1283941,35.38416,20.433918,-1.7768555,0.98167425,2.093567
2012-05-15,100 Mile House Fire Zone,13.453674,20.036682,0.004542439,2.6149213,36.654835,24.134575,-1.0866089,0.977291,1.7779794
2012-05-16,100 Mile House Fire Zone,8.110657,12.51828,1.8545808,2.5637808,45.668457,34.030106,-2.9233704,0.5872592,0.9573697
2012-05-17,100 Mile House Fire Zone,4.8246155,8.983765,0.6606832,2.44057,38.88788,29.238276,-8.019653,0.52659655,0.81149685
2012-05-18,100 Mile House Fire Zone,5.0388184,9.614838,0.6916926,2.2082486,47.02183,34.393795,-5.348175,0.46338812,0.78506124
2012-05-19,100 Mile House Fire Zone,7.9964294,14.679443,0.06206661,1.8332086,40.95855,26.313412,-4.4826965,0.63322437,1.2309114
2012-05-20,100 Mile House Fire Zone,8.615936,13.108185,1.1316407,3.9685643,51.021378,37.853584,-0.95458984,0.5478803,0.9374186
2012-05-21,100 Mile House Fire Zone,9.396454,13.838623,3.191367,3.8616626,72.43509,54.014313,4.6885986,0.32503814,0.72746617
2012-05-22,100 Mile House Fire Zone,8.302277,13.001709,3.1445584,2.9361243,55.904507,40.88806,0.009094238,0.4828701,0.88546056
2012-05-23,100 Mile House Fire Zone,7.956848,13.03653,0.96345973,2.0915706,48.986446,34.918167,-2.11734,0.54565126,0.9771086
2012-05-24,100 Mile House Fire Zone,8.2966,13.280731,1.5891153,1.5072303,57.232796,41.08831,0.32803345,0.468144,0.89869684
2012-05-25,100 Mile House Fire Zone,10.4435425,16.849915,0.2340425,0.8028315,40.47974,26.688677,-2.4329224,0.75289595,1.40712
2012-05-26,100 Mile House Fire Zone,12.090057,20.526764,0.0,1.3202165,30.45338,17.792198,-4.7822266,0.9812434,1.9858315
2012-05-27,100 Mile House Fire Zone,13.036224,20.51184,0.1302803,3.0127096,33.508465,20.849236,-2.6747131,0.99825317,1.9102268
2012-05-28,100 Mile House Fire Zone,11.258575,17.479004,2.0803702,3.466221,47.02844,31.454775,0.35760498,0.7074079,1.3690797
2012-05-29,100 Mile House Fire Zone,8.442932,13.119019,4.174149,2.7337844,58.668297,42.989815,0.80862427,0.4569484,0.86055267
2012-05-30,100 Mile House Fire Zone,11.199982,17.0578,0.66644347,3.3169334,48.9344,33.482533,0.8543701,0.67930853,1.2936575
2012-05-31,100 Mile House Fire Zone,12.202789,18.621552,1.4173586,3.1414914,51.56022,34.16035,2.51062,0.6885372,1.4129486
2012-06-01,100 Mile House Fire Zone,11.680084,18.518341,3.1446683,4.670845,58.132034,37.451744,3.7204285,0.5749516,1.3336697
2012-06-02,100 Mile House Fire Zone,9.356506,13.515961,3.8167076,2.6084926,54.890472,41.686794,0.74053955,0.53049034,0.9033166
2012-06-03,100 Mile House Fire Zone,7.869751,12.75885,1.6104318,2.1255708,59.02906,42.59462,0.35443115,0.43563968,0.8463317
2012-06-04,100 Mile House Fire Zone,9.166504,13.225952,2.7236056,2.1937723,71.06646,54.30245,4.194641,0.3359295,0.6946269
2012-06-05,100 Mile House Fire Zone,8.95401,11.058228,10.479527,2.540548,87.33964,75.87111,6.9631653,0.14489764,0.3179714
2012-06-06,100 Mile House Fire Zone,6.8164062,9.54303,13.291799,3.828404,81.008545,67.3218,3.7841797,0.18788207,0.38915247
2012-06-07,100 Mile House Fire Zone,7.204651,11.646637,2.2566314,4.7817526,69.05959,51.234985,1.907196,0.31436217,0.668186
2012-06-08,100 Mile House Fire Zone,7.8276978,13.172638,3.6842375,2.791154,67.17459,47.044147,2.1152039,0.3480296,0.80215895
2012-06-09,100 Mile House Fire Zone,10.292236,15.643158,2.0071905,3.7437472,62.267048,43.889145,3.3880615,0.47249871,0.99723285
2012-06-10,100 Mile House Fire Zone,13.268188,20.437622,0.088460475,3.187369,46.31881,29.393827,1.9847107,0.8182355,1.6962292
2012-06-11,100 Mile House Fire Zone,14.495422,21.782684,0.044195037,3.1641276,44.877125,28.395489,2.659607,0.9099302,1.8682423
2012-06-12,100 Mile House Fire Zone,11.28775,14.849457,11.8254385,2.203831,78.21676,61.983543,7.631195,0.2914673,0.6420554
2012-06-13,100 Mile House Fire Zone,10.675659,14.750946,6.283766,2.934028,70.6495,54.09978,5.559784,0.37705982,0.7702947
2012-06-14,100 Mile House Fire Zone,7.606659,11.390839,6.8861494,2.2879765,73.4061,56.930073,3.1529846,0.2777378,0.58024234
2012-06-15,100 Mile House Fire Zone,10.610352,17.810944,0.6944854,2.6956172,53.80496,33.757168,1.6305847,0.5908802,1.3510766
2012-06-16,100 Mile House Fire Zone,12.423279,17.024445,8.874411,4.201479,71.463326,53.11822,7.404999,0.41155422,0.9098501
2012-06-17,100 Mile House Fire Zone,10.757019,13.992218,11.276412,2.7439165,77.78727,62.89956,7.035187,0.2869134,0.5927901
2012-06-18,100 Mile House Fire Zone,10.188416,15.194336,4.0526543,2.504711,70.80463,51.00925,5.1235046,0.36305994,0.84597236
2012-06-19,100 Mile House Fire Zone,9.819305,14.305603,7.0754128,2.5764756,82.97416,61.756836,7.0638123,0.20655286,0.62358737
2012-06-20,100 Mile House Fire Zone,12.339508,19.527405,0.71201617,2.1834145,64.734436,40.899364,5.8857117,0.5058047,1.3420238
2012-06-21,100 Mile House Fire Zone,15.663452,21.190674,0.07667273,2.9236345,49.4145,34.948776,5.099304,0.90020233,1.6368728
2012-06-22,100 Mile House Fire Zone,17.648987,23.875519,0.95181185,1.1738364,49.00515,33.401802,6.804138,1.0295215,1.9724357
2012-06-23,100 Mile House Fire Zone,14.344971,18.983795,15.403517,2.282693,77.74894,57.90742,10.510559,0.3637482,0.9240048
2012-06-24,100 Mile House Fire Zone,11.494659,17.670532,2.7608526,2.712164,72.19011,48.455494,6.6596375,0.3772428,1.0420331
2012-06-25,100 Mile House Fire Zone,12.571838,18.32312,0.79612964,2.0221908,58.531105,40.479515,4.655182,0.60392565,1.2536786
2012-06-26,100 Mile House Fire Zone,12.177734,17.078217,1.0638717,3.0338752,56.38608,41.10052,3.7530823,0.6189192,1.146982
2012-06-27,100 Mile House Fire Zone,12.340149,17.513184,0.744731,2.4076312,56.43393,40.449398,3.9170227,0.62488306,1.1919959
2012-06-28,100 Mile House Fire Zone,13.684692,18.287628,0.48831648,4.3896403,50.509174,37.647346,3.5890198,0.77511895,1.3104118
2012-06-29,100 Mile House Fire Zone,13.688599,18.722229,1.0487478,2.7916944,61.36356,44.521072,6.3881836,0.6052727,1.1981239
2012-06-30,100 Mile House Fire Zone,12.8927,17.280823,11.213735,2.1997626,76.41993,57.633984,8.8454895,0.3507042,0.8356627
2012-07-01,100 Mile House Fire Zone,12.992432,17.982452,6.223565,2.1226568,70.7175,51.359535,7.7977905,0.43836772,1.0028268
2012-07-02,100 Mile House Fire Zone,11.998077,16.224243,2.45457,3.9687808,66.72406,50.743473,5.9988403,0.46665716,0.9085339
2012-07-03,100 Mile House Fire Zone,9.28833,13.055084,11.861323,2.9362655,79.22949,61.722927,5.8745728,0.24314278,0.57537186
2012-07-04,100 Mile House Fire Zone,11.216064,17.06659,1.2355286,1.9392838,63.408077,43.408,4.5216675,0.4872899,1.1012361
2012-07-05,100 Mile House Fire Zone,13.69635,21.24765,0.36614314,1.7055241,50.522797,31.365343,3.6036072,0.7754934,1.7330865
2012-07-06,100 Mile House Fire Zone,15.903137,23.882935,0.017068246,2.9284077,41.489727,25.302362,2.828003,1.0573201,2.2133024
2012-07-07,100 Mile House Fire Zone,17.63739,25.537872,0.0,2.1381052,39.58425,24.411478,3.7208862,1.2188262,2.4722717
2012-07-08,100 Mile House Fire Zone,20.029541,29.170837,0.0,2.4941468,36.25745,20.985506,4.600189,1.4932079,3.1964478
2012-07-09,100 Mile House Fire Zone,20.74411,29.16153,0.71659625,2.5498688,39.897995,24.14701,6.617798,1.4714067,3.066904
2012-07-10,100 Mile House Fire Zone,19.63443,27.427765,0.0020959903,2.3176067,40.46532,25.293678,5.827545,1.3608955,2.7311127
2012-07-11,100 Mile House Fire Zone,19.632782,27.666199,0.14578885,1.9019259,44.986656,27.727451,7.3670044,1.2574142,2.6792035
2012-07-12,100 Mile House Fire Zone,20.10727,28.148499,0.29610428,1.700796,43.25492,26.693789,7.2229004,1.335696,2.794973
2012-07-13,100 Mile House Fire Zone,20.705017,28.099335,0.0015413817,2.209494,38.041634,24.428694,5.891632,1.5132084,2.8731058
